complaint_id,reported_at,fraud_type,reported_amount,state,district,reporting_channel,victim_entity_id,initial_priority,data_classification
CMP-002247,2026-01-13T03:41:06+00:00,Impersonation,4657.36,West Bengal,Howrah,Portal,ENT-007776,HIGH,SYNTHETIC
CMP-002248,2026-01-14T19:24:03+00:00,Impersonation,4856.15,West Bengal,North 24 Parganas,Citizen App,ENT-001672,MEDIUM,SYNTHETIC
CMP-002249,2026-03-16T13:27:06+00:00,Impersonation,4280.51,Karnataka,Bengaluru Urban,Citizen App,ENT-000392,MEDIUM,SYNTHETIC
CMP-002250,2026-04-08T11:06:47+00:00,Loan Scam,8118.7,Telangana,Hyderabad,1930,ENT-010792,HIGH,SYNTHETIC
CMP-002251,2026-02-10T13:49:59+00:00,Marketplace,2817.68,Uttar Pradesh,Varanasi,Bank Referral,ENT-002354,HIGH,SYNTHETIC
CMP-002252,2026-05-01T19:44:18+00:00,Card Fraud,8665.14,West Bengal,North 24 Parganas,Police Station,ENT-003317,MEDIUM,SYNTHETIC
CMP-002253,2026-01-02T11:10:55+00:00,Loan Scam,3911.39,Madhya Pradesh,Jabalpur,Bank Referral,ENT-004640,LOW,SYNTHETIC
CMP-002254,2026-02-10T22:17:22+00:00,Card Fraud,14887.66,Uttar Pradesh,Lucknow,Citizen App,ENT-008776,MEDIUM,SYNTHETIC
CMP-002255,2026-06-20T20:23:49+00:00,Remote Access,2347.81,Delhi,South East Delhi,Citizen App,ENT-001629,LOW,SYNTHETIC
CMP-002256,2026-01-21T03:39:34+00:00,Loan Scam,12044.4,Uttar Pradesh,Lucknow,Police Station,ENT-009138,MEDIUM,SYNTHETIC
CMP-002257,2026-03-24T10:02:54+00:00,Impersonation,65630.34,Maharashtra,Nagpur,Citizen App,ENT-003349,LOW,SYNTHETIC
CMP-002258,2026-02-15T09:44:39+00:00,Remote Access,68692.53,Telangana,Warangal,Portal,ENT-003964,MEDIUM,SYNTHETIC
CMP-002259,2026-05-02T10:54:22+00:00,Loan Scam,46442.21,Bihar,Bhagalpur,1930,ENT-006186,HIGH,SYNTHETIC
CMP-002260,2026-05-12T20:12:37+00:00,Impersonation,88801.95,Tamil Nadu,Chennai,Portal,ENT-008733,HIGH,SYNTHETIC
CMP-002261,2026-05-23T19:36:58+00:00,UPI,20571.92,Bihar,Bhagalpur,Citizen App,ENT-000523,HIGH,SYNTHETIC
CMP-002262,2026-03-16T07:05:44+00:00,Phishing,14805.8,Telangana,Warangal,Bank Referral,ENT-007848,LOW,SYNTHETIC
CMP-002263,2026-06-27T08:41:45+00:00,Phishing,5685.41,Tamil Nadu,Chennai,Portal,ENT-007773,LOW,SYNTHETIC
CMP-002264,2026-01-06T17:36:54+00:00,Phishing,8925.69,Madhya Pradesh,Jabalpur,Police Station,ENT-008446,LOW,SYNTHETIC
CMP-002265,2026-01-28T20:42:30+00:00,Phishing,23866.1,Maharashtra,Mumbai,1930,ENT-002640,MEDIUM,SYNTHETIC
CMP-002266,2026-03-05T20:21:15+00:00,Marketplace,20149.79,Uttar Pradesh,Varanasi,Portal,ENT-010561,LOW,SYNTHETIC
CMP-002267,2026-03-28T17:12:16+00:00,Loan Scam,3524.25,Madhya Pradesh,Jabalpur,1930,ENT-002212,HIGH,SYNTHETIC
CMP-002268,2026-03-29T14:17:37+00:00,Phishing,3483.53,Uttar Pradesh,Varanasi,Police Station,ENT-004473,LOW,SYNTHETIC
CMP-002269,2026-06-15T16:23:38+00:00,Impersonation,15245.04,Madhya Pradesh,Indore,1930,ENT-009043,MEDIUM,SYNTHETIC
CMP-002270,2026-06-13T12:25:47+00:00,Impersonation,2426.56,Madhya Pradesh,Bhopal,Police Station,ENT-004258,HIGH,SYNTHETIC
CMP-002271,2026-01-08T16:00:13+00:00,Marketplace,27718.88,West Bengal,Howrah,Police Station,ENT-010279,MEDIUM,SYNTHETIC
CMP-002272,2026-06-26T03:40:57+00:00,Marketplace,12687.98,Delhi,North East Delhi,Citizen App,ENT-004404,LOW,SYNTHETIC
CMP-002273,2026-02-06T22:57:12+00:00,Investment,2508.73,Uttar Pradesh,Kanpur Nagar,Portal,ENT-006739,HIGH,SYNTHETIC
CMP-002274,2026-05-25T18:11:01+00:00,Card Fraud,35197.21,Madhya Pradesh,Jabalpur,Police Station,ENT-003156,LOW,SYNTHETIC
CMP-002275,2026-05-07T21:23:23+00:00,Loan Scam,13835.63,Karnataka,Bengaluru Urban,Portal,ENT-000803,LOW,SYNTHETIC
CMP-002276,2026-06-17T08:43:02+00:00,Card Fraud,30399.17,West Bengal,North 24 Parganas,Portal,ENT-005744,MEDIUM,SYNTHETIC
CMP-002277,2026-06-25T06:12:21+00:00,Phishing,23488.7,Uttar Pradesh,Lucknow,1930,ENT-006279,HIGH,SYNTHETIC
CMP-002278,2026-05-23T17:30:35+00:00,Loan Scam,5587.45,Rajasthan,Jaipur,Portal,ENT-008781,MEDIUM,SYNTHETIC
CMP-002279,2026-02-25T23:07:52+00:00,Investment,9756.98,Maharashtra,Pune,1930,ENT-002923,LOW,SYNTHETIC
CMP-002280,2026-03-19T19:33:44+00:00,Impersonation,9049.54,Maharashtra,Mumbai,Bank Referral,ENT-004626,MEDIUM,SYNTHETIC
CMP-002281,2026-01-22T04:18:06+00:00,Loan Scam,10555.97,Telangana,Warangal,Citizen App,ENT-008799,MEDIUM,SYNTHETIC
CMP-002282,2026-01-18T06:26:23+00:00,Phishing,214140.99,Rajasthan,Udaipur,1930,ENT-005954,LOW,SYNTHETIC
CMP-002283,2026-05-02T17:52:04+00:00,UPI,5972.22,Maharashtra,Nashik,1930,ENT-010992,HIGH,SYNTHETIC
CMP-002284,2026-02-14T23:40:04+00:00,Card Fraud,9350.94,Uttar Pradesh,Kanpur Nagar,Portal,ENT-000001,MEDIUM,SYNTHETIC
CMP-002285,2026-05-14T06:35:39+00:00,Phishing,24998.1,Uttar Pradesh,Lucknow,Police Station,ENT-006436,LOW,SYNTHETIC
CMP-002286,2026-04-18T00:04:57+00:00,UPI,24024.29,Rajasthan,Jaipur,Police Station,ENT-001531,MEDIUM,SYNTHETIC
CMP-002287,2026-03-20T13:47:09+00:00,Card Fraud,69420.09,Delhi,South East Delhi,Bank Referral,ENT-009477,HIGH,SYNTHETIC
CMP-002288,2026-05-10T19:44:02+00:00,Loan Scam,13452.39,Rajasthan,Jodhpur,Citizen App,ENT-010059,MEDIUM,SYNTHETIC
CMP-002289,2026-01-03T16:03:48+00:00,Remote Access,8050.44,Madhya Pradesh,Indore,Bank Referral,ENT-002068,HIGH,SYNTHETIC
CMP-002290,2026-03-28T22:09:07+00:00,Phishing,4474.76,Delhi,South East Delhi,Portal,ENT-008645,HIGH,SYNTHETIC
CMP-002291,2026-04-19T22:59:26+00:00,UPI,52650.26,Uttar Pradesh,Lucknow,Citizen App,ENT-002063,MEDIUM,SYNTHETIC
CMP-002292,2026-05-04T03:03:50+00:00,Remote Access,4991.9,Telangana,Warangal,Police Station,ENT-009163,LOW,SYNTHETIC
CMP-002293,2026-05-09T21:01:08+00:00,Marketplace,1300.9,Madhya Pradesh,Bhopal,Police Station,ENT-006708,MEDIUM,SYNTHETIC
CMP-002294,2026-06-23T19:21:19+00:00,Marketplace,26765.7,Tamil Nadu,Chennai,Police Station,ENT-000823,MEDIUM,SYNTHETIC
CMP-002295,2026-04-11T17:36:34+00:00,Loan Scam,55765.57,Delhi,New Delhi,Portal,ENT-010980,LOW,SYNTHETIC
CMP-002296,2026-01-30T05:41:56+00:00,Card Fraud,10297.95,Tamil Nadu,Madurai,Portal,ENT-005587,MEDIUM,SYNTHETIC
CMP-002297,2026-03-16T05:48:13+00:00,Remote Access,38683.69,Telangana,Warangal,1930,ENT-001850,LOW,SYNTHETIC
CMP-002298,2026-03-21T13:11:46+00:00,Loan Scam,3303.89,Madhya Pradesh,Jabalpur,Citizen App,ENT-000519,MEDIUM,SYNTHETIC
CMP-002299,2026-02-28T13:02:10+00:00,Remote Access,31049.88,Karnataka,Bengaluru Urban,Police Station,ENT-000247,MEDIUM,SYNTHETIC
CMP-002300,2026-05-10T11:16:50+00:00,Phishing,27758.87,West Bengal,Kolkata,Police Station,ENT-000692,MEDIUM,SYNTHETIC
CMP-002301,2026-05-01T06:26:29+00:00,Investment,8709.65,Karnataka,Mangaluru,Bank Referral,ENT-000146,MEDIUM,SYNTHETIC
CMP-002302,2026-02-01T18:10:44+00:00,Remote Access,8179.95,Rajasthan,Jodhpur,Police Station,ENT-005480,MEDIUM,SYNTHETIC
CMP-002303,2026-04-29T21:53:53+00:00,Phishing,24889.35,Tamil Nadu,Madurai,Portal,ENT-010846,LOW,SYNTHETIC
CMP-002304,2026-02-04T01:18:05+00:00,Investment,8226.24,Delhi,New Delhi,1930,ENT-007000,LOW,SYNTHETIC
CMP-002305,2026-06-14T13:53:27+00:00,UPI,15283.06,Rajasthan,Jaipur,Portal,ENT-010856,HIGH,SYNTHETIC
CMP-002306,2026-03-28T01:56:22+00:00,Remote Access,14253.69,Madhya Pradesh,Jabalpur,Bank Referral,ENT-001033,MEDIUM,SYNTHETIC
CMP-002307,2026-04-21T16:45:10+00:00,Card Fraud,8629.03,Telangana,Hyderabad,Citizen App,ENT-009353,MEDIUM,SYNTHETIC
CMP-002308,2026-04-25T19:33:13+00:00,Investment,157885.76,Karnataka,Mangaluru,Portal,ENT-003214,MEDIUM,SYNTHETIC
CMP-002309,2026-02-03T06:41:06+00:00,Phishing,5132.31,West Bengal,North 24 Parganas,Citizen App,ENT-011035,HIGH,SYNTHETIC
CMP-002310,2026-03-07T13:13:39+00:00,Remote Access,3889.14,Karnataka,Bengaluru Urban,Bank Referral,ENT-002297,MEDIUM,SYNTHETIC
CMP-002311,2026-03-01T10:28:31+00:00,Impersonation,24871.5,Madhya Pradesh,Indore,Citizen App,ENT-007892,HIGH,SYNTHETIC
CMP-002312,2026-01-11T06:25:17+00:00,UPI,7339.06,Bihar,Patna,Bank Referral,ENT-002579,LOW,SYNTHETIC
CMP-002313,2026-04-03T17:48:01+00:00,Marketplace,31921.55,Karnataka,Mangaluru,Citizen App,ENT-006901,MEDIUM,SYNTHETIC
CMP-002314,2026-03-14T12:13:30+00:00,Marketplace,6072.32,Rajasthan,Kota,Bank Referral,ENT-008120,LOW,SYNTHETIC
CMP-002315,2026-04-04T06:40:42+00:00,Loan Scam,1659.35,Bihar,Bhagalpur,Citizen App,ENT-010893,MEDIUM,SYNTHETIC
CMP-002316,2026-04-15T06:27:49+00:00,Loan Scam,39323.32,Delhi,New Delhi,Portal,ENT-000503,LOW,SYNTHETIC
CMP-002317,2026-02-07T04:05:44+00:00,Card Fraud,9912.66,Rajasthan,Kota,1930,ENT-009092,LOW,SYNTHETIC
CMP-002318,2026-03-27T06:53:45+00:00,Card Fraud,7943.26,Bihar,Gaya,Bank Referral,ENT-006886,MEDIUM,SYNTHETIC
CMP-002319,2026-05-08T22:55:09+00:00,Card Fraud,4576.9,Rajasthan,Udaipur,1930,ENT-005964,LOW,SYNTHETIC
CMP-002320,2026-02-17T00:00:57+00:00,Impersonation,4324.19,Karnataka,Mangaluru,Citizen App,ENT-004375,LOW,SYNTHETIC
CMP-002321,2026-01-06T15:45:23+00:00,Remote Access,10622.38,Rajasthan,Kota,Bank Referral,ENT-006379,HIGH,SYNTHETIC
CMP-002322,2026-04-14T00:31:01+00:00,UPI,6597.98,West Bengal,Kolkata,1930,ENT-000583,MEDIUM,SYNTHETIC
CMP-002323,2026-05-15T00:18:40+00:00,Phishing,31585.8,Maharashtra,Pune,Police Station,ENT-007834,HIGH,SYNTHETIC
CMP-002324,2026-03-28T22:17:09+00:00,Loan Scam,32867.66,Maharashtra,Nashik,Police Station,ENT-002421,MEDIUM,SYNTHETIC
CMP-002325,2026-05-18T22:34:32+00:00,Loan Scam,49290.49,Telangana,Warangal,Bank Referral,ENT-008520,HIGH,SYNTHETIC
CMP-002326,2026-05-05T23:37:30+00:00,UPI,6769.22,Rajasthan,Kota,Citizen App,ENT-005901,LOW,SYNTHETIC
CMP-002327,2026-03-12T18:27:38+00:00,Remote Access,67962.41,Uttar Pradesh,Jaunpur,Bank Referral,ENT-010581,LOW,SYNTHETIC
CMP-002328,2026-05-30T15:20:30+00:00,Investment,16756.63,Karnataka,Bengaluru Urban,Police Station,ENT-000097,HIGH,SYNTHETIC
CMP-002329,2026-03-03T10:54:54+00:00,Card Fraud,7845.36,Rajasthan,Kota,Bank Referral,ENT-001977,MEDIUM,SYNTHETIC
CMP-002330,2026-06-21T19:24:31+00:00,Impersonation,16720.76,Uttar Pradesh,Gautam Buddha Nagar,Citizen App,ENT-005971,HIGH,SYNTHETIC
CMP-002331,2026-04-12T16:55:36+00:00,Impersonation,15039.97,West Bengal,North 24 Parganas,1930,ENT-006823,HIGH,SYNTHETIC
CMP-002332,2026-02-26T03:28:22+00:00,Loan Scam,12458.92,Madhya Pradesh,Indore,1930,ENT-011105,MEDIUM,SYNTHETIC
CMP-002333,2026-05-20T13:43:17+00:00,Loan Scam,15141.93,Tamil Nadu,Coimbatore,Police Station,ENT-011764,LOW,SYNTHETIC
CMP-002334,2026-03-17T04:25:59+00:00,Investment,20184.49,Madhya Pradesh,Bhopal,Police Station,ENT-007382,LOW,SYNTHETIC
CMP-002335,2026-02-25T02:40:52+00:00,Phishing,3691.63,Karnataka,Mangaluru,Police Station,ENT-009838,LOW,SYNTHETIC
CMP-002336,2026-02-19T04:43:14+00:00,Card Fraud,6045.11,Bihar,Gaya,Citizen App,ENT-000231,MEDIUM,SYNTHETIC
CMP-002337,2026-03-23T05:00:34+00:00,UPI,7972.66,Telangana,Nizamabad,Police Station,ENT-003653,HIGH,SYNTHETIC
CMP-002338,2026-06-22T14:35:18+00:00,Remote Access,4116.17,Tamil Nadu,Chennai,Bank Referral,ENT-004629,MEDIUM,SYNTHETIC
CMP-002339,2026-01-14T18:16:49+00:00,Phishing,22004.65,Karnataka,Mysuru,Portal,ENT-011789,LOW,SYNTHETIC
CMP-002340,2026-05-16T10:10:20+00:00,Marketplace,4953.92,Madhya Pradesh,Jabalpur,1930,ENT-007707,LOW,SYNTHETIC
CMP-002341,2026-03-17T05:09:00+00:00,Card Fraud,21513.73,Rajasthan,Kota,Citizen App,ENT-007847,HIGH,SYNTHETIC
CMP-002342,2026-03-10T02:37:46+00:00,Loan Scam,3928.99,Tamil Nadu,Madurai,Police Station,ENT-000174,MEDIUM,SYNTHETIC
CMP-002343,2026-06-15T07:39:03+00:00,Impersonation,60128.87,Rajasthan,Kota,Bank Referral,ENT-005447,MEDIUM,SYNTHETIC
CMP-002344,2026-06-29T21:47:34+00:00,Loan Scam,32440.39,Madhya Pradesh,Bhopal,1930,ENT-007983,MEDIUM,SYNTHETIC
CMP-002345,2026-01-15T13:50:41+00:00,UPI,13787.0,Madhya Pradesh,Indore,Citizen App,ENT-004209,HIGH,SYNTHETIC
CMP-002346,2026-03-29T16:35:27+00:00,Marketplace,7628.51,Madhya Pradesh,Indore,Police Station,ENT-000155,LOW,SYNTHETIC
CMP-002347,2026-06-22T18:08:29+00:00,Card Fraud,33049.48,Uttar Pradesh,Gautam Buddha Nagar,Police Station,ENT-010523,HIGH,SYNTHETIC
CMP-002348,2026-05-05T06:26:13+00:00,Impersonation,24070.9,Maharashtra,Nashik,Bank Referral,ENT-001476,LOW,SYNTHETIC
CMP-002349,2026-02-20T14:10:28+00:00,Remote Access,57633.21,Karnataka,Mysuru,Police Station,ENT-011515,MEDIUM,SYNTHETIC
CMP-002350,2026-06-04T23:34:30+00:00,Loan Scam,24353.11,Karnataka,Mangaluru,Bank Referral,ENT-008721,MEDIUM,SYNTHETIC
CMP-002351,2026-04-20T23:22:36+00:00,Investment,152432.39,West Bengal,North 24 Parganas,Bank Referral,ENT-006540,LOW,SYNTHETIC
CMP-002352,2026-03-24T06:13:03+00:00,Card Fraud,24195.15,Karnataka,Mysuru,Bank Referral,ENT-003080,MEDIUM,SYNTHETIC
CMP-002353,2026-06-29T05:39:21+00:00,Investment,24818.86,Rajasthan,Jodhpur,Citizen App,ENT-004347,HIGH,SYNTHETIC
CMP-002354,2026-01-31T21:57:25+00:00,UPI,152401.61,Madhya Pradesh,Bhopal,Portal,ENT-008414,MEDIUM,SYNTHETIC
CMP-002355,2026-05-24T07:11:43+00:00,Phishing,5032.1,Delhi,West Delhi,Citizen App,ENT-008027,LOW,SYNTHETIC
CMP-002356,2026-01-01T01:31:04+00:00,Card Fraud,4204.12,West Bengal,North 24 Parganas,Portal,ENT-007934,LOW,SYNTHETIC
CMP-002357,2026-05-28T06:01:23+00:00,Card Fraud,20745.41,West Bengal,North 24 Parganas,Portal,ENT-005067,LOW,SYNTHETIC
CMP-002358,2026-06-19T21:24:29+00:00,Phishing,2381.89,Uttar Pradesh,Kanpur Nagar,Bank Referral,ENT-002450,LOW,SYNTHETIC
CMP-002359,2026-03-18T08:40:42+00:00,Marketplace,6766.96,Tamil Nadu,Coimbatore,Portal,ENT-004892,HIGH,SYNTHETIC
CMP-002360,2026-02-01T18:29:24+00:00,Card Fraud,29380.06,Telangana,Warangal,Portal,ENT-009473,LOW,SYNTHETIC
CMP-002361,2026-06-24T18:43:41+00:00,Marketplace,13433.3,Bihar,Muzaffarpur,Portal,ENT-011467,MEDIUM,SYNTHETIC
CMP-002362,2026-03-05T23:11:12+00:00,Card Fraud,5395.7,Delhi,North East Delhi,1930,ENT-002698,MEDIUM,SYNTHETIC
CMP-002363,2026-03-30T12:16:35+00:00,Investment,3597.62,Karnataka,Bengaluru Urban,Bank Referral,ENT-008248,MEDIUM,SYNTHETIC
CMP-002364,2026-05-07T21:27:18+00:00,Marketplace,3257.68,Delhi,West Delhi,Police Station,ENT-004424,HIGH,SYNTHETIC
CMP-002365,2026-02-17T17:49:49+00:00,Loan Scam,61007.51,Telangana,Hyderabad,Police Station,ENT-003758,HIGH,SYNTHETIC
CMP-002366,2026-04-08T08:55:06+00:00,Loan Scam,15892.68,Bihar,Gaya,1930,ENT-004393,MEDIUM,SYNTHETIC
CMP-002367,2026-05-27T14:13:51+00:00,Remote Access,14820.33,Rajasthan,Jodhpur,Bank Referral,ENT-006318,MEDIUM,SYNTHETIC
CMP-002368,2026-03-17T11:55:54+00:00,Loan Scam,31327.72,Karnataka,Bengaluru Urban,1930,ENT-002008,MEDIUM,SYNTHETIC
CMP-002369,2026-01-13T10:29:38+00:00,Impersonation,32465.64,Madhya Pradesh,Bhopal,1930,ENT-000608,LOW,SYNTHETIC
CMP-002370,2026-06-06T05:52:17+00:00,Impersonation,32496.31,West Bengal,Kolkata,Bank Referral,ENT-011796,LOW,SYNTHETIC
CMP-002371,2026-02-18T21:58:32+00:00,Investment,19490.56,Madhya Pradesh,Indore,1930,ENT-010706,MEDIUM,SYNTHETIC
CMP-002372,2026-03-26T18:05:35+00:00,Marketplace,11205.28,Rajasthan,Udaipur,1930,ENT-008828,LOW,SYNTHETIC
CMP-002373,2026-03-24T06:02:54+00:00,Remote Access,8744.56,Tamil Nadu,Coimbatore,Bank Referral,ENT-011592,LOW,SYNTHETIC
CMP-002374,2026-01-16T22:19:53+00:00,Remote Access,52629.47,Tamil Nadu,Chennai,Citizen App,ENT-005822,HIGH,SYNTHETIC
CMP-002375,2026-05-25T10:25:27+00:00,Card Fraud,15211.64,Rajasthan,Kota,1930,ENT-007197,MEDIUM,SYNTHETIC
CMP-002376,2026-06-19T01:52:02+00:00,Marketplace,15828.75,Madhya Pradesh,Bhopal,Portal,ENT-010398,MEDIUM,SYNTHETIC
CMP-002377,2026-01-10T02:20:17+00:00,Remote Access,22155.57,West Bengal,North 24 Parganas,Citizen App,ENT-003511,LOW,SYNTHETIC
CMP-002378,2026-01-21T02:17:29+00:00,Phishing,23287.64,West Bengal,Howrah,1930,ENT-007352,HIGH,SYNTHETIC
CMP-002379,2026-04-07T07:59:47+00:00,Phishing,10911.46,Tamil Nadu,Madurai,Citizen App,ENT-011571,HIGH,SYNTHETIC
CMP-002380,2026-03-26T22:17:24+00:00,Investment,13746.06,Tamil Nadu,Madurai,Bank Referral,ENT-007886,HIGH,SYNTHETIC
CMP-002381,2026-03-16T14:17:11+00:00,Phishing,4990.37,Maharashtra,Mumbai,Citizen App,ENT-009165,HIGH,SYNTHETIC
CMP-002382,2026-02-08T10:36:48+00:00,UPI,3865.76,West Bengal,North 24 Parganas,Citizen App,ENT-010970,MEDIUM,SYNTHETIC
CMP-002383,2026-03-28T14:26:25+00:00,UPI,13287.88,Karnataka,Mangaluru,Police Station,ENT-002487,MEDIUM,SYNTHETIC
CMP-002384,2026-06-14T18:30:13+00:00,Phishing,5611.06,Tamil Nadu,Madurai,Citizen App,ENT-002038,LOW,SYNTHETIC
CMP-002385,2026-06-17T19:32:25+00:00,Impersonation,19506.22,Maharashtra,Mumbai,Citizen App,ENT-005984,MEDIUM,SYNTHETIC
CMP-002386,2026-01-30T06:45:42+00:00,Remote Access,5119.75,Karnataka,Mysuru,Bank Referral,ENT-007284,LOW,SYNTHETIC
CMP-002387,2026-03-25T12:41:50+00:00,Marketplace,2536.15,Rajasthan,Udaipur,1930,ENT-007756,MEDIUM,SYNTHETIC
CMP-002388,2026-01-25T05:51:42+00:00,Phishing,4838.05,Rajasthan,Udaipur,1930,ENT-007972,LOW,SYNTHETIC
CMP-002389,2026-03-04T01:14:16+00:00,UPI,7357.46,Telangana,Hyderabad,1930,ENT-006848,LOW,SYNTHETIC
CMP-002390,2026-01-27T13:18:39+00:00,Investment,85700.11,Telangana,Warangal,Police Station,ENT-003614,MEDIUM,SYNTHETIC
CMP-002391,2026-02-15T23:34:55+00:00,Impersonation,13150.23,Bihar,Bhagalpur,Portal,ENT-006306,MEDIUM,SYNTHETIC
CMP-002392,2026-02-11T00:08:30+00:00,Phishing,4580.22,Karnataka,Mysuru,Portal,ENT-010359,HIGH,SYNTHETIC
CMP-002393,2026-02-10T15:56:36+00:00,Phishing,30274.31,West Bengal,Howrah,Citizen App,ENT-004103,MEDIUM,SYNTHETIC
CMP-002394,2026-03-31T11:15:29+00:00,Phishing,32230.38,Delhi,South East Delhi,Portal,ENT-009355,LOW,SYNTHETIC
CMP-002395,2026-02-20T15:12:16+00:00,Impersonation,64645.59,Telangana,Nizamabad,Citizen App,ENT-005021,MEDIUM,SYNTHETIC
CMP-002396,2026-06-01T08:53:14+00:00,Phishing,4440.96,Tamil Nadu,Coimbatore,Police Station,ENT-001467,HIGH,SYNTHETIC
CMP-002397,2026-04-21T18:47:05+00:00,UPI,18043.96,Bihar,Muzaffarpur,Citizen App,ENT-003065,HIGH,SYNTHETIC
CMP-002398,2026-02-13T08:15:21+00:00,Remote Access,3243.27,Delhi,North East Delhi,Police Station,ENT-007738,LOW,SYNTHETIC
CMP-002399,2026-05-17T01:32:37+00:00,Investment,3032.4,Tamil Nadu,Madurai,Citizen App,ENT-001590,HIGH,SYNTHETIC
CMP-002400,2026-01-30T17:35:19+00:00,Card Fraud,32740.38,Uttar Pradesh,Varanasi,Citizen App,ENT-000716,LOW,SYNTHETIC
CMP-002401,2026-01-22T09:38:17+00:00,Investment,29133.58,Tamil Nadu,Madurai,Citizen App,ENT-000602,HIGH,SYNTHETIC
CMP-002402,2026-05-01T08:11:37+00:00,Phishing,9659.61,Tamil Nadu,Madurai,1930,ENT-004305,LOW,SYNTHETIC
CMP-002403,2026-05-23T10:07:45+00:00,Remote Access,52570.48,Madhya Pradesh,Bhopal,Bank Referral,ENT-000297,MEDIUM,SYNTHETIC
CMP-002404,2026-01-29T17:14:55+00:00,Remote Access,2614.73,Tamil Nadu,Madurai,1930,ENT-010201,LOW,SYNTHETIC
CMP-002405,2026-03-16T09:35:37+00:00,Marketplace,2848.13,Karnataka,Mangaluru,Police Station,ENT-006845,LOW,SYNTHETIC
CMP-002406,2026-05-31T11:25:07+00:00,Card Fraud,141859.2,Karnataka,Mangaluru,Bank Referral,ENT-006235,HIGH,SYNTHETIC
CMP-002407,2026-01-17T07:28:54+00:00,Impersonation,12716.1,Delhi,South East Delhi,Citizen App,ENT-011407,MEDIUM,SYNTHETIC
CMP-002408,2026-03-03T19:07:04+00:00,Loan Scam,9126.88,Maharashtra,Thane,Citizen App,ENT-005570,MEDIUM,SYNTHETIC
CMP-002409,2026-05-04T09:49:38+00:00,UPI,4713.47,Rajasthan,Kota,Bank Referral,ENT-006572,LOW,SYNTHETIC
CMP-002410,2026-05-27T11:10:14+00:00,Card Fraud,18214.8,Bihar,Patna,Police Station,ENT-006495,LOW,SYNTHETIC
CMP-002411,2026-05-13T13:14:30+00:00,Remote Access,2564.38,Maharashtra,Nagpur,Police Station,ENT-001910,LOW,SYNTHETIC
CMP-002412,2026-03-19T05:53:46+00:00,Remote Access,10386.02,Delhi,North East Delhi,Portal,ENT-006084,LOW,SYNTHETIC
CMP-002413,2026-05-24T22:44:22+00:00,Marketplace,9734.09,Rajasthan,Udaipur,Citizen App,ENT-000500,MEDIUM,SYNTHETIC
CMP-002414,2026-04-30T13:32:09+00:00,Impersonation,14285.8,Madhya Pradesh,Bhopal,1930,ENT-001909,HIGH,SYNTHETIC
CMP-002415,2026-03-18T00:05:03+00:00,Loan Scam,3971.55,Telangana,Warangal,Portal,ENT-005551,HIGH,SYNTHETIC
CMP-002416,2026-03-15T22:33:21+00:00,Card Fraud,46350.19,Uttar Pradesh,Jaunpur,Portal,ENT-008146,LOW,SYNTHETIC
CMP-002417,2026-03-13T01:59:47+00:00,UPI,2876.7,Bihar,Muzaffarpur,Portal,ENT-003662,LOW,SYNTHETIC
CMP-002418,2026-03-21T18:18:56+00:00,Card Fraud,11045.76,Delhi,West Delhi,1930,ENT-001933,HIGH,SYNTHETIC
CMP-002419,2026-06-23T21:26:43+00:00,UPI,2207.46,Tamil Nadu,Coimbatore,1930,ENT-010631,MEDIUM,SYNTHETIC
CMP-002420,2026-02-27T00:01:20+00:00,UPI,7396.68,Uttar Pradesh,Varanasi,1930,ENT-007818,HIGH,SYNTHETIC
CMP-002421,2026-06-06T00:30:46+00:00,Card Fraud,13490.42,Karnataka,Bengaluru Urban,Police Station,ENT-004163,MEDIUM,SYNTHETIC
CMP-002422,2026-06-03T12:18:58+00:00,Marketplace,35257.8,Karnataka,Mysuru,Citizen App,ENT-003244,HIGH,SYNTHETIC
CMP-002423,2026-06-05T04:37:35+00:00,Card Fraud,14703.99,Bihar,Patna,Citizen App,ENT-004777,MEDIUM,SYNTHETIC
CMP-002424,2026-01-27T03:34:50+00:00,Impersonation,4169.36,Rajasthan,Udaipur,Portal,ENT-007044,MEDIUM,SYNTHETIC
CMP-002425,2026-02-11T03:09:15+00:00,Investment,40856.76,Maharashtra,Nagpur,Portal,ENT-000948,LOW,SYNTHETIC
CMP-002426,2026-03-24T09:10:05+00:00,Impersonation,1605.64,West Bengal,Howrah,Police Station,ENT-005017,MEDIUM,SYNTHETIC
CMP-002427,2026-05-05T18:52:45+00:00,Investment,6738.8,Madhya Pradesh,Indore,Police Station,ENT-001772,MEDIUM,SYNTHETIC
CMP-002428,2026-01-29T05:20:19+00:00,UPI,8821.75,Rajasthan,Jaipur,Citizen App,ENT-000559,MEDIUM,SYNTHETIC
CMP-002429,2026-04-12T13:06:29+00:00,Remote Access,7749.66,Maharashtra,Thane,Citizen App,ENT-011017,HIGH,SYNTHETIC
CMP-002430,2026-01-07T06:49:46+00:00,Remote Access,3037.62,Madhya Pradesh,Indore,Bank Referral,ENT-003967,HIGH,SYNTHETIC
CMP-002431,2026-05-18T11:29:46+00:00,Phishing,24576.35,Bihar,Gaya,Police Station,ENT-007581,MEDIUM,SYNTHETIC
CMP-002432,2026-03-15T21:45:47+00:00,Investment,3117.69,West Bengal,Howrah,Portal,ENT-007946,MEDIUM,SYNTHETIC
