alert_id,complaint_id,created_at,status,severity,policy_version
ALT-002649,CMP-002649,2026-04-13T01:21:05+00:00,PENDING,LOW,POLICY-v1
ALT-002650,CMP-002650,2026-05-12T00:25:31+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002651,CMP-002651,2026-04-29T21:30:01+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002652,CMP-002652,2026-01-23T17:54:33+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002653,CMP-002653,2026-04-27T05:03:49+00:00,PENDING,HIGH,POLICY-v1
ALT-002654,CMP-002654,2026-04-15T22:34:20+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002655,CMP-002655,2026-05-07T19:37:06+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002656,CMP-002656,2026-01-24T14:48:01+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002657,CMP-002657,2026-04-05T00:46:04+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002658,CMP-002658,2026-06-01T17:16:21+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002659,CMP-002659,2026-06-28T02:53:22+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002660,CMP-002660,2026-04-01T02:23:34+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002661,CMP-002661,2026-05-19T20:11:17+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002662,CMP-002662,2026-03-12T02:17:17+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002663,CMP-002663,2026-02-13T13:00:26+00:00,ACTIONED,LOW,POLICY-v1
ALT-002664,CMP-002664,2026-06-14T11:00:23+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002665,CMP-002665,2026-03-26T05:15:45+00:00,ACTIONED,LOW,POLICY-v1
ALT-002666,CMP-002666,2026-04-06T23:13:05+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002667,CMP-002667,2026-01-01T10:10:05+00:00,PENDING,HIGH,POLICY-v1
ALT-002668,CMP-002668,2026-03-23T21:01:31+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002669,CMP-002669,2026-04-20T00:56:15+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002670,CMP-002670,2026-04-17T23:37:29+00:00,EXPIRED,LOW,POLICY-v1
ALT-002671,CMP-002671,2026-01-13T17:00:46+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002672,CMP-002672,2026-05-24T11:20:03+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002673,CMP-002673,2026-04-11T04:35:18+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002674,CMP-002674,2026-03-10T11:24:42+00:00,PENDING,HIGH,POLICY-v1
ALT-002675,CMP-002675,2026-05-18T16:41:11+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002676,CMP-002676,2026-04-13T01:52:55+00:00,ACTIONED,LOW,POLICY-v1
ALT-002677,CMP-002677,2026-03-17T12:25:18+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002678,CMP-002678,2026-06-23T08:31:08+00:00,EXPIRED,LOW,POLICY-v1
ALT-002679,CMP-002679,2026-04-17T20:41:51+00:00,ACTIONED,LOW,POLICY-v1
ALT-002680,CMP-002680,2026-05-26T01:57:38+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002681,CMP-002681,2026-04-28T06:39:35+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002682,CMP-002682,2026-04-19T09:34:50+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002683,CMP-002683,2026-05-24T10:18:58+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002684,CMP-002684,2026-02-16T20:58:57+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002685,CMP-002685,2026-03-06T11:35:51+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002686,CMP-002686,2026-03-26T08:37:12+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002687,CMP-002687,2026-03-29T03:34:36+00:00,ACTIONED,LOW,POLICY-v1
ALT-002688,CMP-002688,2026-04-12T08:13:09+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002689,CMP-002689,2026-04-23T03:51:13+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002690,CMP-002690,2026-03-08T17:42:57+00:00,ACTIONED,LOW,POLICY-v1
ALT-002691,CMP-002691,2026-06-12T23:58:17+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002692,CMP-002692,2026-06-17T06:41:03+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002693,CMP-002693,2026-03-24T02:30:09+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002694,CMP-002694,2026-03-02T22:10:46+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002695,CMP-002695,2026-03-30T16:26:40+00:00,ACTIONED,LOW,POLICY-v1
ALT-002696,CMP-002696,2026-03-25T02:55:07+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002697,CMP-002697,2026-05-22T01:07:15+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002698,CMP-002698,2026-04-04T17:51:18+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002699,CMP-002699,2026-03-18T23:23:31+00:00,EXPIRED,LOW,POLICY-v1
ALT-002700,CMP-002700,2026-02-19T14:56:56+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002701,CMP-002701,2026-04-07T07:24:12+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002702,CMP-002702,2026-05-06T09:39:05+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002703,CMP-002703,2026-05-09T02:39:03+00:00,EXPIRED,LOW,POLICY-v1
ALT-002704,CMP-002704,2026-04-29T23:06:25+00:00,PENDING,MEDIUM,POLICY-v1
ALT-002705,CMP-002705,2026-02-16T17:15:27+00:00,PENDING,LOW,POLICY-v1
ALT-002706,CMP-002706,2026-02-03T22:26:35+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002707,CMP-002707,2026-06-04T04:32:42+00:00,ACTIONED,LOW,POLICY-v1
ALT-002708,CMP-002708,2026-01-14T17:15:20+00:00,EXPIRED,LOW,POLICY-v1
ALT-002709,CMP-002709,2026-05-11T19:36:35+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002710,CMP-002710,2026-06-20T04:28:19+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002711,CMP-002711,2026-05-04T01:11:26+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002712,CMP-002712,2026-06-23T15:19:17+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002713,CMP-002713,2026-01-27T23:32:45+00:00,ACTIONED,LOW,POLICY-v1
ALT-002714,CMP-002714,2026-04-13T20:32:37+00:00,ACTIONED,LOW,POLICY-v1
ALT-002715,CMP-002715,2026-02-25T01:38:29+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002716,CMP-002716,2026-06-16T10:18:45+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002717,CMP-002717,2026-02-24T10:03:11+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002718,CMP-002718,2026-01-23T15:36:29+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002719,CMP-002719,2026-02-14T14:41:21+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002720,CMP-002720,2026-01-05T20:46:22+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002721,CMP-002721,2026-04-17T11:56:48+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002722,CMP-002722,2026-04-30T21:45:19+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002723,CMP-002723,2026-02-24T15:55:47+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002724,CMP-002724,2026-04-07T23:14:51+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002725,CMP-002725,2026-05-14T22:51:30+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002726,CMP-002726,2026-05-30T02:47:52+00:00,PENDING,LOW,POLICY-v1
ALT-002727,CMP-002727,2026-02-01T09:59:42+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002728,CMP-002728,2026-05-23T02:10:11+00:00,PENDING,LOW,POLICY-v1
ALT-002729,CMP-002729,2026-02-16T23:20:17+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002730,CMP-002730,2026-03-27T18:44:17+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002731,CMP-002731,2026-03-04T06:40:12+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002732,CMP-002732,2026-05-16T12:16:22+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002733,CMP-002733,2026-01-22T10:39:07+00:00,PENDING,LOW,POLICY-v1
ALT-002734,CMP-002734,2026-06-25T03:48:00+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002735,CMP-002735,2026-05-09T13:57:20+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002736,CMP-002736,2026-05-08T02:10:46+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002737,CMP-002737,2026-04-20T02:07:21+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002738,CMP-002738,2026-01-07T02:32:52+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002739,CMP-002739,2026-06-05T04:38:21+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002740,CMP-002740,2026-04-08T13:07:36+00:00,PENDING,MEDIUM,POLICY-v1
ALT-002741,CMP-002741,2026-03-04T21:29:39+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002742,CMP-002742,2026-06-06T11:13:12+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002743,CMP-002743,2026-04-27T19:04:21+00:00,PENDING,LOW,POLICY-v1
ALT-002744,CMP-002744,2026-02-10T18:11:56+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002745,CMP-002745,2026-03-19T19:05:31+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002746,CMP-002746,2026-02-10T22:19:58+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002747,CMP-002747,2026-03-19T23:48:18+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002748,CMP-002748,2026-03-22T21:19:51+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002749,CMP-002749,2026-05-11T07:50:05+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002750,CMP-002750,2026-02-10T19:00:30+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002751,CMP-002751,2026-02-03T07:32:45+00:00,ACTIONED,LOW,POLICY-v1
ALT-002752,CMP-002752,2026-06-15T19:53:24+00:00,PENDING,HIGH,POLICY-v1
ALT-002753,CMP-002753,2026-03-19T23:36:04+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002754,CMP-002754,2026-03-30T18:04:05+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002755,CMP-002755,2026-04-09T16:41:58+00:00,PENDING,HIGH,POLICY-v1
ALT-002756,CMP-002756,2026-05-30T22:38:12+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002757,CMP-002757,2026-05-06T13:15:26+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002758,CMP-002758,2026-04-16T14:48:39+00:00,PENDING,LOW,POLICY-v1
ALT-002759,CMP-002759,2026-01-10T20:05:47+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002760,CMP-002760,2026-06-23T15:39:55+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002761,CMP-002761,2026-06-03T10:48:11+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002762,CMP-002762,2026-03-07T15:51:01+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002763,CMP-002763,2026-02-07T06:16:09+00:00,PENDING,MEDIUM,POLICY-v1
ALT-002764,CMP-002764,2026-03-28T08:56:41+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002765,CMP-002765,2026-05-13T03:48:59+00:00,ACTIONED,LOW,POLICY-v1
ALT-002766,CMP-002766,2026-05-08T16:58:40+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002767,CMP-002767,2026-02-13T12:49:30+00:00,ACTIONED,LOW,POLICY-v1
ALT-002768,CMP-002768,2026-04-07T11:00:54+00:00,PENDING,HIGH,POLICY-v1
ALT-002769,CMP-002769,2026-02-09T06:58:51+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002770,CMP-002770,2026-06-19T21:36:24+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002771,CMP-002771,2026-05-23T05:22:52+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002772,CMP-002772,2026-04-16T09:31:51+00:00,ACTIONED,LOW,POLICY-v1
ALT-002773,CMP-002773,2026-06-08T19:55:49+00:00,PENDING,MEDIUM,POLICY-v1
ALT-002774,CMP-002774,2026-06-05T09:12:23+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002775,CMP-002775,2026-03-10T00:58:50+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002776,CMP-002776,2026-04-23T17:58:03+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002777,CMP-002777,2026-03-05T16:10:22+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002778,CMP-002778,2026-04-12T15:02:33+00:00,ACTIONED,LOW,POLICY-v1
ALT-002779,CMP-002779,2026-05-29T22:51:53+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002780,CMP-002780,2026-04-24T16:00:30+00:00,ACTIONED,LOW,POLICY-v1
ALT-002781,CMP-002781,2026-04-25T03:03:23+00:00,ACTIONED,LOW,POLICY-v1
ALT-002782,CMP-002782,2026-04-29T23:26:55+00:00,ACTIONED,LOW,POLICY-v1
ALT-002783,CMP-002783,2026-03-09T08:06:18+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002784,CMP-002784,2026-02-10T10:51:33+00:00,ACTIONED,LOW,POLICY-v1
ALT-002785,CMP-002785,2026-03-21T03:24:44+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002786,CMP-002786,2026-06-18T22:51:41+00:00,PENDING,MEDIUM,POLICY-v1
ALT-002787,CMP-002787,2026-02-17T01:25:59+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002788,CMP-002788,2026-02-23T06:39:59+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002789,CMP-002789,2026-05-09T01:54:41+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002790,CMP-002790,2026-01-20T02:57:31+00:00,PENDING,HIGH,POLICY-v1
ALT-002791,CMP-002791,2026-03-28T05:13:51+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002792,CMP-002792,2026-04-21T12:11:07+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002793,CMP-002793,2026-02-02T15:08:38+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002794,CMP-002794,2026-04-27T15:39:15+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002795,CMP-002795,2026-01-11T21:11:49+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002796,CMP-002796,2026-05-15T03:44:14+00:00,PENDING,HIGH,POLICY-v1
ALT-002797,CMP-002797,2026-02-28T14:44:38+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002798,CMP-002798,2026-02-03T09:10:52+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002799,CMP-002799,2026-05-19T22:14:27+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002800,CMP-002800,2026-02-05T17:09:35+00:00,ACTIONED,LOW,POLICY-v1
ALT-002801,CMP-002801,2026-02-12T03:23:26+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002802,CMP-002802,2026-02-01T07:29:58+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002803,CMP-002803,2026-05-11T10:50:01+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002804,CMP-002804,2026-01-13T09:17:24+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002805,CMP-002805,2026-06-29T00:15:36+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002806,CMP-002806,2026-01-11T19:36:27+00:00,EXPIRED,LOW,POLICY-v1
ALT-002807,CMP-002807,2026-03-14T06:19:47+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002808,CMP-002808,2026-01-30T00:47:15+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002809,CMP-002809,2026-01-22T21:23:04+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002810,CMP-002810,2026-01-03T12:55:49+00:00,EXPIRED,LOW,POLICY-v1
ALT-002811,CMP-002811,2026-06-10T00:38:20+00:00,PENDING,HIGH,POLICY-v1
ALT-002812,CMP-002812,2026-02-17T01:22:21+00:00,ACTIONED,LOW,POLICY-v1
ALT-002813,CMP-002813,2026-01-31T08:34:08+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002814,CMP-002814,2026-01-27T17:20:59+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002815,CMP-002815,2026-06-21T15:38:22+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002816,CMP-002816,2026-05-16T13:48:27+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002817,CMP-002817,2026-03-22T22:35:53+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002818,CMP-002818,2026-05-15T17:14:30+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002819,CMP-002819,2026-02-03T11:01:21+00:00,PENDING,MEDIUM,POLICY-v1
ALT-002820,CMP-002820,2026-01-13T08:13:38+00:00,EXPIRED,LOW,POLICY-v1
ALT-002821,CMP-002821,2026-03-21T06:51:10+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002822,CMP-002822,2026-02-02T03:58:09+00:00,PENDING,LOW,POLICY-v1
ALT-002823,CMP-002823,2026-04-19T10:31:52+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002824,CMP-002824,2026-04-22T23:48:53+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002825,CMP-002825,2026-03-01T07:34:28+00:00,PENDING,MEDIUM,POLICY-v1
ALT-002826,CMP-002826,2026-01-17T13:47:10+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002827,CMP-002827,2026-03-29T10:39:54+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002828,CMP-002828,2026-03-01T10:54:08+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002829,CMP-002829,2026-04-01T06:19:22+00:00,EXPIRED,LOW,POLICY-v1
ALT-002830,CMP-002830,2026-03-01T22:55:22+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002831,CMP-002831,2026-06-21T05:31:20+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002832,CMP-002832,2026-01-19T20:37:48+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002833,CMP-002833,2026-03-22T16:29:56+00:00,PENDING,MEDIUM,POLICY-v1
ALT-002834,CMP-002834,2026-04-21T15:32:46+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002835,CMP-002835,2026-05-21T07:07:12+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002836,CMP-002836,2026-05-26T10:07:12+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002837,CMP-002837,2026-04-12T06:35:11+00:00,PENDING,LOW,POLICY-v1
ALT-002838,CMP-002838,2026-06-07T20:38:36+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002839,CMP-002839,2026-06-29T23:27:20+00:00,PENDING,MEDIUM,POLICY-v1
ALT-002840,CMP-002840,2026-05-05T15:09:54+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002841,CMP-002841,2026-03-01T00:54:57+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002842,CMP-002842,2026-01-07T18:21:15+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002843,CMP-002843,2026-04-05T03:05:25+00:00,PENDING,LOW,POLICY-v1
ALT-002844,CMP-002844,2026-02-10T15:24:07+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002845,CMP-002845,2026-04-25T20:09:59+00:00,EXPIRED,LOW,POLICY-v1
ALT-002846,CMP-002846,2026-03-22T12:25:27+00:00,ACTIONED,LOW,POLICY-v1
ALT-002847,CMP-002847,2026-01-14T00:58:02+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002848,CMP-002848,2026-02-19T23:18:13+00:00,ACTIONED,LOW,POLICY-v1
ALT-002849,CMP-002849,2026-04-20T11:12:53+00:00,ACTIONED,LOW,POLICY-v1
ALT-002850,CMP-002850,2026-01-13T12:31:07+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002851,CMP-002851,2026-03-26T21:38:51+00:00,PENDING,HIGH,POLICY-v1
ALT-002852,CMP-002852,2026-06-08T17:06:55+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002853,CMP-002853,2026-02-14T16:22:36+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002854,CMP-002854,2026-03-11T21:08:03+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002855,CMP-002855,2026-02-08T21:11:44+00:00,ACTIONED,LOW,POLICY-v1
ALT-002856,CMP-002856,2026-02-10T07:47:02+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002857,CMP-002857,2026-02-23T09:45:16+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002858,CMP-002858,2026-06-28T23:53:30+00:00,ACTIONED,LOW,POLICY-v1
ALT-002859,CMP-002859,2026-01-11T02:26:10+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002860,CMP-002860,2026-03-04T13:00:30+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002861,CMP-002861,2026-05-29T22:09:20+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002862,CMP-002862,2026-01-04T06:20:21+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002863,CMP-002863,2026-05-19T01:56:45+00:00,ACTIONED,LOW,POLICY-v1
ALT-002864,CMP-002864,2026-05-28T00:31:13+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002865,CMP-002865,2026-01-03T05:44:39+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002866,CMP-002866,2026-04-25T17:16:25+00:00,ACTIONED,LOW,POLICY-v1
ALT-002867,CMP-002867,2026-01-04T10:06:47+00:00,ACTIONED,LOW,POLICY-v1
ALT-002868,CMP-002868,2026-03-24T04:17:31+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002869,CMP-002869,2026-05-12T01:58:16+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002870,CMP-002870,2026-06-25T23:01:17+00:00,ACTIONED,LOW,POLICY-v1
ALT-002871,CMP-002871,2026-06-04T11:50:26+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002872,CMP-002872,2026-06-15T11:10:09+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002873,CMP-002873,2026-02-16T21:53:40+00:00,ACTIONED,LOW,POLICY-v1
ALT-002874,CMP-002874,2026-05-09T06:49:35+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002875,CMP-002875,2026-04-28T20:44:47+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002876,CMP-002876,2026-03-25T22:00:13+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002877,CMP-002877,2026-02-03T02:56:56+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002878,CMP-002878,2026-04-06T14:29:45+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002879,CMP-002879,2026-04-08T01:26:32+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002880,CMP-002880,2026-02-22T10:48:49+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002881,CMP-002881,2026-06-10T05:28:28+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002882,CMP-002882,2026-01-28T21:21:06+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002883,CMP-002883,2026-03-21T23:11:48+00:00,ACTIONED,LOW,POLICY-v1
ALT-002884,CMP-002884,2026-04-19T19:49:07+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002885,CMP-002885,2026-06-01T12:45:29+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-002886,CMP-002886,2026-05-04T23:48:03+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002887,CMP-002887,2026-06-09T22:05:04+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-002888,CMP-002888,2026-01-02T06:15:35+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002889,CMP-002889,2026-05-20T04:33:15+00:00,PENDING,HIGH,POLICY-v1
ALT-002890,CMP-002890,2026-03-28T04:18:36+00:00,ACTIONED,LOW,POLICY-v1
ALT-002891,CMP-002891,2026-05-26T08:48:04+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002892,CMP-002892,2026-03-23T13:58:17+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002893,CMP-002893,2026-01-13T02:28:44+00:00,ACTIONED,LOW,POLICY-v1
ALT-002894,CMP-002894,2026-06-12T00:39:19+00:00,ACTIONED,LOW,POLICY-v1
ALT-002895,CMP-002895,2026-01-13T19:20:27+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002896,CMP-002896,2026-04-18T18:17:23+00:00,PENDING,LOW,POLICY-v1
ALT-002897,CMP-002897,2026-05-09T04:46:34+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002898,CMP-002898,2026-05-21T16:30:17+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002899,CMP-002899,2026-02-28T13:02:01+00:00,ACTIONED,LOW,POLICY-v1
ALT-002900,CMP-002900,2026-06-20T07:07:23+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002901,CMP-002901,2026-05-11T22:51:15+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002902,CMP-002902,2026-03-09T10:19:33+00:00,ACTIONED,LOW,POLICY-v1
ALT-002903,CMP-002903,2026-02-16T12:38:47+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002904,CMP-002904,2026-02-14T01:05:03+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002905,CMP-002905,2026-06-20T08:08:08+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002906,CMP-002906,2026-05-03T02:11:09+00:00,ACTIONED,LOW,POLICY-v1
ALT-002907,CMP-002907,2026-05-21T15:43:15+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002908,CMP-002908,2026-05-09T04:36:38+00:00,ACTIONED,HIGH,POLICY-v1
ALT-002909,CMP-002909,2026-03-24T13:52:54+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002910,CMP-002910,2026-04-04T11:58:03+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-002911,CMP-002911,2026-02-17T20:45:55+00:00,EXPIRED,HIGH,POLICY-v1
ALT-002912,CMP-002912,2026-06-24T22:46:12+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-002913,CMP-002913,2026-03-18T13:26:56+00:00,PENDING,HIGH,POLICY-v1
ALT-002914,CMP-002914,2026-01-13T15:52:54+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002915,CMP-002915,2026-01-21T03:18:09+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-002916,CMP-002916,2026-04-30T09:03:14+00:00,ACTIONED,HIGH,POLICY-v1
