endpoint_id,endpoint_type,state,district,latitude,longitude,h3_cell
EP-00307,Bank_Branch,Bihar,Bhagalpur,11.142362,79.651592,H3-5542502586422
EP-00308,ATM,Maharashtra,Mumbai,18.651549,68.692699,H3-2106646976790
EP-00309,Merchant_QR,Karnataka,Mysuru,10.014755,71.093454,H3-1592671897305
EP-00310,AePS_BC,Telangana,Hyderabad,19.065387,88.478068,H3-6203476346784
EP-00311,POS_Cashback,Telangana,Warangal,16.000679,76.216473,H3-7420650068772
EP-00312,AePS_BC,Madhya Pradesh,Jabalpur,10.667663,85.65463,H3-2070293518891
EP-00313,ATM,Delhi,New Delhi,10.053466,74.072016,H3-5400542134233
EP-00314,Prepaid,Tamil Nadu,Coimbatore,10.640622,71.042718,H3-7576733837896
EP-00315,POS_Cashback,Bihar,Bhagalpur,20.403573,70.897568,H3-2291219215551
EP-00316,Merchant_QR,Rajasthan,Jaipur,13.220719,70.960893,H3-3441636658795
EP-00317,Merchant_QR,Karnataka,Mangaluru,23.606383,86.483513,H3-8471295595653
EP-00318,AePS_BC,West Bengal,North 24 Parganas,15.2558,85.54593,H3-6469769125383
EP-00319,POS_Cashback,Telangana,Warangal,16.975218,78.973854,H3-7335752314813
EP-00320,AePS_BC,Maharashtra,Pune,16.902061,85.359305,H3-1666695874083
EP-00321,Crypto_P2P,Rajasthan,Jaipur,14.740728,84.197791,H3-8015272512043
EP-00322,Crypto_P2P,West Bengal,Kolkata,13.340033,76.499304,H3-5353807976273
EP-00323,ATM,Bihar,Muzaffarpur,14.387792,84.826511,H3-6974859335188
EP-00324,ATM,Uttar Pradesh,Jaunpur,13.645481,71.496588,H3-9471044172059
EP-00325,AePS_BC,Maharashtra,Mumbai,15.599743,78.076212,H3-8130124909138
EP-00326,AePS_BC,Bihar,Gaya,10.718506,86.373856,H3-4115101388643
EP-00327,AePS_BC,Tamil Nadu,Madurai,25.165433,68.883426,H3-4907011325364
EP-00328,Bank_Branch,Telangana,Hyderabad,26.347008,84.552672,H3-5879528320806
EP-00329,Merchant_QR,Delhi,North East Delhi,14.103647,79.479096,H3-8036787233233
EP-00330,ATM,West Bengal,Kolkata,20.17988,68.735165,H3-8800317068044
EP-00331,ATM,Rajasthan,Udaipur,11.733266,69.809994,H3-9588669494259
EP-00332,Bank_Branch,Uttar Pradesh,Lucknow,21.281866,88.311707,H3-1185574892995
EP-00333,Crypto_P2P,Tamil Nadu,Chennai,11.921824,78.800716,H3-4749232274710
EP-00334,Merchant_QR,Rajasthan,Udaipur,19.162276,69.85615,H3-8939146834037
EP-00335,ATM,Tamil Nadu,Madurai,10.070654,78.823793,H3-1633192763417
EP-00336,AePS_BC,Bihar,Patna,15.573907,87.004197,H3-4660978216784
EP-00337,Bank_Branch,Bihar,Bhagalpur,9.528824,78.393608,H3-4696512196929
EP-00338,Merchant_QR,Maharashtra,Pune,18.91994,76.006492,H3-9876110668999
EP-00339,AePS_BC,West Bengal,Kolkata,22.787082,73.166363,H3-6040459997072
EP-00340,Merchant_QR,Uttar Pradesh,Gautam Buddha Nagar,20.564852,88.108369,H3-4624476430411
EP-00341,AePS_BC,Bihar,Muzaffarpur,25.270752,73.446085,H3-1675983209569
EP-00342,Prepaid,Maharashtra,Nagpur,24.408079,87.756803,H3-7862339598185
EP-00343,AePS_BC,Maharashtra,Pune,26.257565,73.675876,H3-4602179755779
EP-00344,ATM,Delhi,South East Delhi,24.676914,76.376249,H3-9590054531970
EP-00345,Bank_Branch,Rajasthan,Jodhpur,25.721676,70.692287,H3-3091815824129
EP-00346,Crypto_P2P,Delhi,South East Delhi,9.262336,70.167574,H3-9567984926224
EP-00347,Merchant_QR,Delhi,New Delhi,28.76525,83.550766,H3-5880645112305
EP-00348,AePS_BC,Karnataka,Bengaluru Urban,16.849997,78.123723,H3-3663835542912
EP-00349,Bank_Branch,Madhya Pradesh,Bhopal,8.261072,80.77837,H3-1404051119895
EP-00350,AePS_BC,West Bengal,Kolkata,28.52059,86.55563,H3-7415060687641
EP-00351,Crypto_P2P,Tamil Nadu,Madurai,24.166366,78.684347,H3-3862054708545
EP-00352,Merchant_QR,Rajasthan,Jodhpur,26.518097,87.22137,H3-5674914208670
EP-00353,Prepaid,Bihar,Bhagalpur,19.803958,69.734263,H3-7314160308610
EP-00354,Merchant_QR,Maharashtra,Nagpur,11.86172,76.307255,H3-6408536188427
EP-00355,Merchant_QR,Maharashtra,Nagpur,23.512973,83.170593,H3-7256608972983
EP-00356,AePS_BC,Uttar Pradesh,Jaunpur,11.858558,85.31352,H3-7630245807691
EP-00357,AePS_BC,Uttar Pradesh,Kanpur Nagar,28.379247,84.088484,H3-2258403654046
EP-00358,Merchant_QR,Telangana,Nizamabad,15.273753,82.167823,H3-4672942211683
EP-00359,AePS_BC,Uttar Pradesh,Lucknow,19.625569,71.766618,H3-4793840740535
EP-00360,Prepaid,Tamil Nadu,Madurai,22.726026,79.757937,H3-9926388150662
EP-00361,AePS_BC,Delhi,New Delhi,11.461395,70.998657,H3-4800881142121
EP-00362,Crypto_P2P,Karnataka,Mysuru,28.028499,79.861446,H3-8684116250209
EP-00363,Prepaid,Delhi,New Delhi,21.069595,84.358985,H3-1040444869516
EP-00364,AePS_BC,Tamil Nadu,Madurai,26.289481,74.208964,H3-7746891568425
EP-00365,ATM,Maharashtra,Pune,26.187332,80.756498,H3-3451381958708
EP-00366,Merchant_QR,Tamil Nadu,Madurai,25.615336,82.857095,H3-8383193484873
EP-00367,Merchant_QR,Uttar Pradesh,Lucknow,27.329104,77.384518,H3-3099073613008
EP-00368,Merchant_QR,Rajasthan,Udaipur,9.740592,75.077632,H3-5365201776452
EP-00369,ATM,Rajasthan,Jodhpur,14.285404,75.494417,H3-1005236207731
EP-00370,ATM,Karnataka,Mangaluru,18.032845,74.325853,H3-3313503070313
EP-00371,Prepaid,Karnataka,Mangaluru,8.596627,79.180072,H3-7342972436519
EP-00372,ATM,Maharashtra,Nashik,16.890848,84.806761,H3-9747971065851
EP-00373,Crypto_P2P,Maharashtra,Nagpur,11.567518,84.670257,H3-9694000491735
EP-00374,Crypto_P2P,Karnataka,Bengaluru Urban,20.050298,76.567043,H3-9954469335832
EP-00375,Merchant_QR,Maharashtra,Mumbai,11.593205,72.429346,H3-4934775764763
EP-00376,AePS_BC,Rajasthan,Kota,23.806135,80.766565,H3-6127327567536
EP-00377,Bank_Branch,Uttar Pradesh,Varanasi,21.691217,87.656983,H3-9673927348843
EP-00378,AePS_BC,Madhya Pradesh,Indore,26.358387,71.402412,H3-4027084397326
EP-00379,Crypto_P2P,Telangana,Nizamabad,15.727872,72.96218,H3-8513074874353
EP-00380,ATM,Telangana,Warangal,17.780549,69.830178,H3-3972936169024
EP-00381,ATM,Maharashtra,Nashik,18.364612,77.228548,H3-6801010924324
EP-00382,POS_Cashback,Bihar,Muzaffarpur,18.910295,73.352337,H3-8687745828084
EP-00383,Merchant_QR,Telangana,Hyderabad,22.961231,85.397758,H3-3903822177490
EP-00384,Prepaid,Rajasthan,Jodhpur,26.817636,86.193957,H3-1210604868597
EP-00385,Merchant_QR,West Bengal,Howrah,22.391891,75.787917,H3-2654052441804
EP-00386,Crypto_P2P,Tamil Nadu,Chennai,26.899878,71.166199,H3-5334061972560
EP-00387,POS_Cashback,Bihar,Muzaffarpur,13.060623,72.839412,H3-5613355262965
EP-00388,AePS_BC,Madhya Pradesh,Jabalpur,23.708144,70.981887,H3-7268240978344
EP-00389,Crypto_P2P,Karnataka,Bengaluru Urban,25.670374,77.01374,H3-7063453130444
EP-00390,AePS_BC,Karnataka,Mangaluru,13.944549,81.403832,H3-6474616087608
EP-00391,AePS_BC,Madhya Pradesh,Indore,15.711313,87.544123,H3-5165008977855
EP-00392,ATM,Delhi,North East Delhi,11.577949,76.165809,H3-6022676029097
EP-00393,Crypto_P2P,Delhi,New Delhi,9.154876,79.923114,H3-2679660810933
EP-00394,Prepaid,West Bengal,North 24 Parganas,8.710747,68.548724,H3-4889991164730
EP-00395,ATM,Madhya Pradesh,Bhopal,12.955238,75.732994,H3-8416485829665
EP-00396,AePS_BC,Rajasthan,Udaipur,17.086939,75.909789,H3-8370877431492
EP-00397,Bank_Branch,West Bengal,Kolkata,22.589185,74.060311,H3-7375609149956
EP-00398,ATM,Bihar,Bhagalpur,17.007748,71.096884,H3-8530497667038
EP-00399,Prepaid,Uttar Pradesh,Gautam Buddha Nagar,29.114424,73.078788,H3-9044436546650
EP-00400,ATM,Rajasthan,Jaipur,21.912715,69.474758,H3-9928189803221
EP-00401,Merchant_QR,Bihar,Muzaffarpur,14.83365,77.938294,H3-6702483624055
EP-00402,Merchant_QR,Madhya Pradesh,Bhopal,27.246278,83.733425,H3-3359243926745
EP-00403,POS_Cashback,Bihar,Muzaffarpur,13.60616,85.200702,H3-6813131736286
EP-00404,Prepaid,Uttar Pradesh,Varanasi,30.154712,68.450162,H3-1052085514060
EP-00405,AePS_BC,Uttar Pradesh,Varanasi,8.082943,73.235484,H3-7287208842470
EP-00406,Bank_Branch,West Bengal,Kolkata,28.258257,73.730691,H3-3098583920945
EP-00407,Bank_Branch,Rajasthan,Udaipur,22.598538,76.968093,H3-7186767201837
EP-00408,Merchant_QR,Bihar,Muzaffarpur,18.372884,84.143871,H3-6478959731752
EP-00409,POS_Cashback,Telangana,Nizamabad,13.906536,71.378368,H3-5065089981777
EP-00410,ATM,Tamil Nadu,Madurai,15.813655,84.319288,H3-1114244012567
EP-00411,Bank_Branch,Karnataka,Bengaluru Urban,21.730181,78.511082,H3-3222936105121
EP-00412,AePS_BC,Rajasthan,Kota,15.983134,84.929007,H3-1294788567749
EP-00413,Prepaid,Tamil Nadu,Coimbatore,20.938996,77.200584,H3-2143738678511
EP-00414,Merchant_QR,Bihar,Gaya,19.115612,74.727942,H3-9877008383212
EP-00415,Bank_Branch,West Bengal,Kolkata,29.552014,76.948008,H3-5064955256652
EP-00416,Prepaid,Bihar,Muzaffarpur,12.602892,82.654284,H3-4981587732740
EP-00417,Merchant_QR,Telangana,Nizamabad,21.537996,71.802018,H3-4521039534131
EP-00418,ATM,Delhi,New Delhi,14.662164,70.183383,H3-1302421557095
EP-00419,ATM,Karnataka,Mangaluru,9.272223,69.971914,H3-5259863710334
EP-00420,ATM,West Bengal,North 24 Parganas,16.446735,74.88826,H3-7008853507079
EP-00421,ATM,Rajasthan,Jodhpur,25.282603,77.79898,H3-7625066597421
EP-00422,Prepaid,Madhya Pradesh,Jabalpur,14.447493,84.88093,H3-6072131410125
EP-00423,Merchant_QR,Maharashtra,Thane,12.934757,70.808133,H3-2351911473137
EP-00424,AePS_BC,Telangana,Hyderabad,8.059822,68.25026,H3-2039584434520
EP-00425,ATM,Telangana,Warangal,13.227761,71.289154,H3-4164609605624
EP-00426,POS_Cashback,West Bengal,North 24 Parganas,25.077856,75.577219,H3-6760769650161
EP-00427,POS_Cashback,Bihar,Patna,29.092039,80.451066,H3-9333004790824
EP-00428,Prepaid,Madhya Pradesh,Jabalpur,15.914109,84.721704,H3-8902876076623
EP-00429,POS_Cashback,Tamil Nadu,Coimbatore,20.29649,69.410533,H3-9535549431879
EP-00430,Crypto_P2P,Delhi,West Delhi,16.551321,75.832044,H3-6881758110011
EP-00431,Merchant_QR,Uttar Pradesh,Lucknow,30.136974,82.689061,H3-8979070452948
EP-00432,AePS_BC,West Bengal,Howrah,27.307134,72.593913,H3-4279024450327
EP-00433,ATM,Karnataka,Mysuru,14.853678,85.297914,H3-7304563838333
EP-00434,Bank_Branch,Bihar,Muzaffarpur,22.080999,84.280863,H3-9176186954415
EP-00435,Merchant_QR,Tamil Nadu,Chennai,25.937708,83.6866,H3-8925150591118
EP-00436,ATM,Karnataka,Bengaluru Urban,10.580196,80.707602,H3-9426442278402
EP-00437,AePS_BC,Karnataka,Bengaluru Urban,8.680957,77.560787,H3-3321553800981
EP-00438,Crypto_P2P,Bihar,Bhagalpur,15.28833,87.781563,H3-2875887790488
EP-00439,Bank_Branch,Maharashtra,Thane,20.656487,81.336379,H3-3234034943960
EP-00440,Prepaid,Telangana,Warangal,21.728168,72.728048,H3-3622750883912
EP-00441,ATM,Bihar,Muzaffarpur,16.634008,78.377887,H3-6699492615259
EP-00442,ATM,Maharashtra,Thane,11.33738,84.423334,H3-2471412587969
EP-00443,Crypto_P2P,Karnataka,Bengaluru Urban,20.71336,70.905237,H3-3599217238946
EP-00444,AePS_BC,Madhya Pradesh,Jabalpur,18.984019,77.810039,H3-3839119939786
EP-00445,Merchant_QR,Delhi,West Delhi,25.074301,76.260734,H3-6334041292623
EP-00446,Bank_Branch,Maharashtra,Mumbai,15.748261,76.430213,H3-9394599153502
EP-00447,Bank_Branch,Madhya Pradesh,Indore,17.357621,79.025063,H3-6077618730193
EP-00448,AePS_BC,Delhi,North East Delhi,19.197648,81.071447,H3-2237246252365
EP-00449,ATM,Bihar,Patna,25.962372,78.987373,H3-5594594664350
EP-00450,ATM,West Bengal,Kolkata,14.015162,74.540023,H3-3479743469753
EP-00451,ATM,Uttar Pradesh,Jaunpur,22.156872,68.909212,H3-2084978418541
EP-00452,Crypto_P2P,Karnataka,Bengaluru Urban,28.02295,82.859502,H3-9319890560428
EP-00453,Prepaid,Karnataka,Mysuru,21.171716,77.181265,H3-4148236963393
EP-00454,Crypto_P2P,Uttar Pradesh,Jaunpur,15.795937,79.974843,H3-6845562780575
EP-00455,AePS_BC,Rajasthan,Udaipur,9.803891,76.119536,H3-1663267662872
EP-00456,AePS_BC,Maharashtra,Nagpur,24.881303,70.646577,H3-3735105961140
EP-00457,AePS_BC,Delhi,New Delhi,26.237513,81.200149,H3-9736665733063
EP-00458,POS_Cashback,Telangana,Warangal,11.42698,70.581825,H3-4112822446721
EP-00459,AePS_BC,Uttar Pradesh,Jaunpur,26.630654,79.002226,H3-5899907625218
EP-00460,ATM,Uttar Pradesh,Kanpur Nagar,24.074646,84.66637,H3-3151154839700
EP-00461,Bank_Branch,West Bengal,North 24 Parganas,20.945886,86.432401,H3-9700447942532
EP-00462,Bank_Branch,Karnataka,Bengaluru Urban,15.676709,75.601943,H3-3553232654322
EP-00463,ATM,Karnataka,Bengaluru Urban,27.789834,72.792607,H3-7156786139351
EP-00464,Crypto_P2P,Bihar,Patna,23.984362,88.245332,H3-3383373378570
EP-00465,AePS_BC,Delhi,North East Delhi,8.957405,87.18138,H3-6676774241621
EP-00466,POS_Cashback,Delhi,North East Delhi,21.844366,84.302136,H3-3800515808014
EP-00467,ATM,Madhya Pradesh,Indore,12.551942,78.106202,H3-7903750114044
EP-00468,ATM,Maharashtra,Nashik,25.799242,79.446402,H3-1964435552323
EP-00469,Bank_Branch,Rajasthan,Udaipur,18.085447,84.820507,H3-6153650444242
EP-00470,ATM,Bihar,Bhagalpur,10.552683,72.705641,H3-3488868332972
EP-00471,ATM,Bihar,Muzaffarpur,26.71544,87.25469,H3-7084568906616
EP-00472,ATM,Delhi,South East Delhi,28.675134,77.212001,H3-4896377759607
EP-00473,Prepaid,West Bengal,North 24 Parganas,9.885994,69.640522,H3-1792501340047
EP-00474,Bank_Branch,Delhi,South East Delhi,12.66342,69.09216,H3-5039344893576
EP-00475,ATM,West Bengal,North 24 Parganas,20.615479,74.935431,H3-8462881921995
EP-00476,ATM,Rajasthan,Jaipur,21.293883,81.33965,H3-9685994840739
EP-00477,POS_Cashback,Maharashtra,Mumbai,20.843994,86.406798,H3-3745205430302
EP-00478,Bank_Branch,Uttar Pradesh,Jaunpur,9.873446,74.919959,H3-1482575702587
EP-00479,Merchant_QR,Telangana,Warangal,17.309789,84.606355,H3-7792846096044
EP-00480,Bank_Branch,Delhi,South East Delhi,26.465625,71.169976,H3-4209095766140
EP-00481,Merchant_QR,West Bengal,Howrah,8.133382,78.58018,H3-6524130837361
EP-00482,Bank_Branch,Telangana,Warangal,19.665421,70.209223,H3-3498517486259
EP-00483,ATM,Uttar Pradesh,Varanasi,26.138629,77.397361,H3-2978723037731
EP-00484,Merchant_QR,Maharashtra,Mumbai,11.492256,82.171244,H3-1360960409715
EP-00485,Merchant_QR,Telangana,Warangal,18.383119,77.970044,H3-2844723707600
EP-00486,Merchant_QR,Karnataka,Bengaluru Urban,12.31599,71.961556,H3-5035349745782
EP-00487,ATM,West Bengal,Howrah,10.949203,80.778821,H3-3442741538606
EP-00488,Merchant_QR,Karnataka,Mysuru,15.304602,85.034112,H3-1421532333320
EP-00489,AePS_BC,Maharashtra,Mumbai,16.200892,76.684739,H3-6754785222430
EP-00490,ATM,Karnataka,Mangaluru,24.39367,75.528426,H3-2542175476717
EP-00491,POS_Cashback,Madhya Pradesh,Indore,29.795527,71.669018,H3-6976709607217
EP-00492,POS_Cashback,Delhi,North East Delhi,14.609517,78.278535,H3-3786877751552
EP-00493,Merchant_QR,Rajasthan,Kota,21.58405,70.543906,H3-8012608624669
EP-00494,AePS_BC,Rajasthan,Jodhpur,20.277376,79.321012,H3-8265879381385
EP-00495,ATM,Telangana,Nizamabad,21.900838,77.310852,H3-7522116521574
EP-00496,Merchant_QR,Maharashtra,Thane,21.294328,72.214497,H3-8899195969645
EP-00497,AePS_BC,Tamil Nadu,Madurai,28.449778,69.249497,H3-6295402299738
EP-00498,Merchant_QR,Rajasthan,Kota,15.073088,71.648929,H3-9349728380069
EP-00499,AePS_BC,Bihar,Muzaffarpur,8.71388,80.844133,H3-1106962958509
EP-00500,Merchant_QR,Bihar,Gaya,24.913797,77.627376,H3-3316534055404
EP-00501,ATM,Telangana,Nizamabad,16.00292,72.36058,H3-4223782620025
EP-00502,Bank_Branch,Tamil Nadu,Chennai,27.704784,75.464211,H3-5908168394403
EP-00503,AePS_BC,Telangana,Hyderabad,26.103916,84.651389,H3-9628813408156
EP-00504,AePS_BC,Tamil Nadu,Madurai,19.545624,81.90478,H3-6701423213819
EP-00505,AePS_BC,Bihar,Bhagalpur,17.17565,76.102302,H3-9914997170104
EP-00506,AePS_BC,Telangana,Warangal,10.936338,81.226893,H3-2748572692395
EP-00507,Bank_Branch,Maharashtra,Thane,15.743365,70.348503,H3-6543273486403
EP-00508,AePS_BC,Delhi,South East Delhi,17.42911,81.502088,H3-6207578345401
EP-00509,ATM,Uttar Pradesh,Jaunpur,19.472152,82.624779,H3-9767752306363
EP-00510,AePS_BC,Telangana,Warangal,16.541737,85.337355,H3-9201635406283
EP-00511,POS_Cashback,Telangana,Hyderabad,17.415882,75.833362,H3-6771476862004
EP-00512,AePS_BC,Bihar,Muzaffarpur,11.205273,84.108718,H3-8353095041648
EP-00513,ATM,Uttar Pradesh,Varanasi,19.059354,78.859684,H3-8602535705707
EP-00514,Merchant_QR,Maharashtra,Nashik,10.645937,78.812192,H3-5736013140360
EP-00515,AePS_BC,Telangana,Warangal,8.925052,84.084128,H3-3838822591175
EP-00516,ATM,Telangana,Warangal,19.021132,72.930504,H3-2685980502680
EP-00517,ATM,Maharashtra,Nashik,25.873184,79.377376,H3-4891676009485
EP-00518,Crypto_P2P,Uttar Pradesh,Varanasi,26.395672,76.022603,H3-2283359851411
EP-00519,POS_Cashback,Bihar,Muzaffarpur,20.315696,81.719885,H3-6302451885003
EP-00520,Merchant_QR,Delhi,South East Delhi,14.787159,85.525153,H3-2867661121557
EP-00521,ATM,Tamil Nadu,Coimbatore,10.13881,69.568462,H3-2257647976530
EP-00522,Bank_Branch,Rajasthan,Jaipur,16.207663,71.545938,H3-5641919728478
EP-00523,ATM,Telangana,Nizamabad,23.853825,81.319858,H3-5602180581298
EP-00524,ATM,Madhya Pradesh,Jabalpur,22.405403,76.09905,H3-8875253835897
EP-00525,AePS_BC,Maharashtra,Pune,28.029878,87.803972,H3-3216762072479
EP-00526,Merchant_QR,Delhi,South East Delhi,15.546107,73.531824,H3-9461685301519
EP-00527,Crypto_P2P,Maharashtra,Nashik,30.240531,68.887632,H3-5886050291382
EP-00528,AePS_BC,Madhya Pradesh,Jabalpur,30.415543,68.400288,H3-8549908456675
EP-00529,Merchant_QR,Rajasthan,Kota,28.194197,76.262898,H3-9409547562677
EP-00530,AePS_BC,Rajasthan,Jodhpur,25.713396,77.219752,H3-3504340793954
EP-00531,POS_Cashback,Uttar Pradesh,Jaunpur,20.779366,86.431623,H3-1776157109029
EP-00532,POS_Cashback,Bihar,Muzaffarpur,21.651317,77.310894,H3-6259046309693
EP-00533,Prepaid,Rajasthan,Udaipur,16.341641,79.000082,H3-9378032822715
EP-00534,AePS_BC,Madhya Pradesh,Indore,10.780793,74.703704,H3-7565048962585
EP-00535,ATM,Karnataka,Mysuru,11.106381,81.342478,H3-5252802548543
EP-00536,POS_Cashback,Rajasthan,Udaipur,29.607919,82.128959,H3-2916662358247
EP-00537,ATM,Tamil Nadu,Chennai,11.737485,74.055735,H3-9251771822365
EP-00538,Bank_Branch,Madhya Pradesh,Bhopal,28.236916,80.228521,H3-4158537867421
EP-00539,ATM,Karnataka,Mangaluru,19.92354,80.537745,H3-6645204274435
EP-00540,Merchant_QR,Rajasthan,Kota,29.696184,73.496095,H3-4451677221096
EP-00541,Prepaid,West Bengal,North 24 Parganas,23.255535,75.864488,H3-7695683519713
EP-00542,Merchant_QR,Karnataka,Bengaluru Urban,18.791454,70.718968,H3-8961178329253
EP-00543,Merchant_QR,Rajasthan,Udaipur,21.275327,85.596141,H3-2828429456621
EP-00544,AePS_BC,Rajasthan,Kota,18.376629,72.520951,H3-5358503243533
EP-00545,Crypto_P2P,Delhi,South East Delhi,8.494918,75.340611,H3-3561769016927
EP-00546,POS_Cashback,Delhi,North East Delhi,24.99915,76.293045,H3-3943568349050
EP-00547,POS_Cashback,Bihar,Patna,28.179398,75.457701,H3-6353719898588
EP-00548,AePS_BC,Karnataka,Mysuru,16.779605,77.69132,H3-6272185459759
EP-00549,AePS_BC,Maharashtra,Mumbai,24.533968,69.030717,H3-4463770112130
EP-00550,AePS_BC,Uttar Pradesh,Jaunpur,26.673276,74.428799,H3-9107398519160
EP-00551,AePS_BC,Tamil Nadu,Chennai,29.90369,74.539431,H3-7754086965855
EP-00552,ATM,Maharashtra,Nagpur,16.273122,82.670777,H3-5554471067276
EP-00553,Bank_Branch,Madhya Pradesh,Bhopal,15.632078,80.456049,H3-7489164153430
EP-00554,AePS_BC,Rajasthan,Kota,16.909642,71.237599,H3-2508156221328
EP-00555,Merchant_QR,Rajasthan,Jaipur,19.682303,82.26303,H3-2385747812960
EP-00556,Bank_Branch,Rajasthan,Kota,24.369725,69.060881,H3-9540151330171
EP-00557,ATM,Delhi,New Delhi,12.920398,76.875657,H3-1718994893845
EP-00558,Prepaid,Delhi,New Delhi,11.806574,75.670544,H3-7034408268200
EP-00559,POS_Cashback,Maharashtra,Thane,20.581847,81.591137,H3-1591708269079
EP-00560,Prepaid,Uttar Pradesh,Kanpur Nagar,8.549948,79.917097,H3-3373012360082
EP-00561,Merchant_QR,Madhya Pradesh,Indore,19.152394,70.147944,H3-2113336912168
EP-00562,Merchant_QR,Maharashtra,Nagpur,12.45991,87.607313,H3-9163481626453
EP-00563,AePS_BC,Maharashtra,Nashik,24.097415,68.553851,H3-3328894312625
EP-00564,POS_Cashback,Telangana,Nizamabad,21.49143,72.563317,H3-9756795216755
EP-00565,ATM,Maharashtra,Pune,27.034093,87.886821,H3-4367921790176
EP-00566,AePS_BC,Bihar,Gaya,28.370244,69.787238,H3-9968910932817
EP-00567,Prepaid,West Bengal,North 24 Parganas,10.902682,85.827265,H3-3842358843057
EP-00568,Merchant_QR,Madhya Pradesh,Indore,24.726237,81.329023,H3-2258702005267
EP-00569,Merchant_QR,Madhya Pradesh,Jabalpur,18.693707,68.124562,H3-2889687914596
EP-00570,AePS_BC,Madhya Pradesh,Bhopal,22.238037,72.410024,H3-7677635177359
EP-00571,AePS_BC,Bihar,Patna,28.45609,74.514509,H3-2512765582440
EP-00572,Bank_Branch,Delhi,South East Delhi,30.210294,76.875901,H3-6640648205186
EP-00573,ATM,Bihar,Bhagalpur,11.254794,76.996074,H3-4732225528600
EP-00574,AePS_BC,Telangana,Hyderabad,16.579564,76.220438,H3-6547603567760
EP-00575,ATM,Bihar,Gaya,25.084681,78.665363,H3-3277348483672
EP-00576,ATM,Delhi,West Delhi,25.679825,73.520113,H3-1060569057647
EP-00577,ATM,Telangana,Nizamabad,23.567364,72.018517,H3-4909542181721
EP-00578,POS_Cashback,Telangana,Warangal,11.432102,72.734046,H3-3557109794440
EP-00579,Bank_Branch,West Bengal,Howrah,24.005698,79.4693,H3-8412056859702
EP-00580,AePS_BC,Bihar,Gaya,15.129398,77.55291,H3-9487616304718
EP-00581,POS_Cashback,Maharashtra,Nagpur,17.609313,71.684147,H3-2636430855213
EP-00582,AePS_BC,Karnataka,Bengaluru Urban,22.091269,83.632483,H3-2024544611550
EP-00583,Prepaid,Rajasthan,Jaipur,22.669092,76.853636,H3-7066991161222
EP-00584,AePS_BC,Madhya Pradesh,Bhopal,9.679287,87.514033,H3-2353629797855
EP-00585,ATM,Telangana,Hyderabad,16.750795,75.20507,H3-7002057997306
EP-00586,AePS_BC,Madhya Pradesh,Bhopal,25.839254,84.82606,H3-2922298505513
EP-00587,ATM,Rajasthan,Jaipur,14.052057,81.07367,H3-1726746626559
EP-00588,Merchant_QR,Bihar,Muzaffarpur,30.002013,77.857344,H3-2302308269785
EP-00589,AePS_BC,Uttar Pradesh,Kanpur Nagar,20.07923,81.988304,H3-1207017922883
EP-00590,ATM,Karnataka,Bengaluru Urban,30.109813,88.020442,H3-7617927328020
EP-00591,POS_Cashback,Maharashtra,Mumbai,18.98075,86.423319,H3-3741765293982
EP-00592,Merchant_QR,West Bengal,Howrah,27.246873,68.108443,H3-3433224868803
EP-00593,Bank_Branch,Madhya Pradesh,Indore,26.555036,71.77932,H3-2514999479974
EP-00594,AePS_BC,Rajasthan,Udaipur,18.789972,83.94463,H3-8357574169995
EP-00595,ATM,Tamil Nadu,Madurai,9.672853,71.58998,H3-8598608044367
EP-00596,ATM,Rajasthan,Udaipur,19.294951,78.83101,H3-4808197644897
EP-00597,AePS_BC,Delhi,West Delhi,28.493924,75.036469,H3-6720355004897
EP-00598,POS_Cashback,Bihar,Bhagalpur,17.452424,88.258589,H3-2243278944751
EP-00599,Merchant_QR,Maharashtra,Nashik,28.487586,79.965829,H3-1695737343700
EP-00600,Bank_Branch,Rajasthan,Udaipur,25.352105,70.483461,H3-4974864278820
EP-00601,Crypto_P2P,Maharashtra,Pune,13.605954,86.506462,H3-2855698191543
EP-00602,Crypto_P2P,Maharashtra,Nashik,23.231628,73.286889,H3-3461418999648
EP-00603,ATM,Telangana,Hyderabad,14.424821,70.9896,H3-8409966420767
EP-00604,Merchant_QR,Maharashtra,Mumbai,12.524227,81.270571,H3-2054063167770
EP-00605,POS_Cashback,Madhya Pradesh,Bhopal,20.822936,69.766707,H3-9914266749037
EP-00606,AePS_BC,Madhya Pradesh,Bhopal,27.594751,68.769497,H3-4737242908980
EP-00607,Crypto_P2P,Uttar Pradesh,Lucknow,30.074097,80.339576,H3-6321006889115
EP-00608,Crypto_P2P,Madhya Pradesh,Bhopal,18.05886,69.433384,H3-3783267308912
EP-00609,Bank_Branch,Rajasthan,Kota,15.373088,73.358198,H3-2172746965792
EP-00610,Bank_Branch,Tamil Nadu,Chennai,20.017366,83.896259,H3-2935347424613
EP-00611,Bank_Branch,Bihar,Gaya,29.320077,87.711279,H3-3941314412909
EP-00612,Bank_Branch,Maharashtra,Mumbai,13.698763,72.282481,H3-8408659442551
EP-00613,ATM,Uttar Pradesh,Kanpur Nagar,20.728488,74.002008,H3-7701280397119
EP-00614,Merchant_QR,West Bengal,North 24 Parganas,26.411105,87.627359,H3-5813988218945
EP-00615,Merchant_QR,Uttar Pradesh,Kanpur Nagar,27.945923,87.251328,H3-1450786278827
