transaction_id,complaint_id,timestamp,sender_entity_id,receiver_entity_id,amount,channel,behaviour_label
TX-0001198,CMP-006256,2026-02-26T14:26:33+00:00,ENT-009440,ENT-003376,58961.02,NEFT,NORMAL
TX-0001199,CMP-008221,2026-06-11T13:47:44+00:00,ENT-006036,ENT-005597,712.19,AEPS,NORMAL
TX-0001200,CMP-006687,2026-06-07T00:18:13+00:00,ENT-005145,ENT-004650,14254.92,CASH,NORMAL
TX-0001201,CMP-008162,2026-04-12T03:36:28+00:00,ENT-003223,ENT-002020,7297.24,AEPS,NORMAL
TX-0001202,CMP-001653,2026-05-18T03:22:12+00:00,ENT-006333,ENT-000231,515.4,IMPS,NORMAL
TX-0001203,CMP-000134,2026-05-16T05:18:38+00:00,ENT-009375,ENT-004262,4593.31,AEPS,NORMAL
TX-0001204,CMP-008502,2026-05-01T00:02:31+00:00,ENT-004168,ENT-000955,5732.99,CARD,NORMAL
TX-0001205,CMP-009090,2026-04-18T12:17:59+00:00,ENT-000442,ENT-000350,1136.99,AEPS,NORMAL
TX-0001206,CMP-006753,2026-06-07T16:35:04+00:00,ENT-009763,ENT-001382,2114.28,NEFT,NORMAL
TX-0001207,CMP-004501,2026-03-29T08:32:44+00:00,ENT-006422,ENT-008354,20561.07,NEFT,SUSPICIOUS
TX-0001208,CMP-006994,2026-06-22T19:24:57+00:00,ENT-007586,ENT-000552,2249.6,IMPS,NORMAL
TX-0001209,CMP-000420,2026-05-28T22:52:25+00:00,ENT-007006,ENT-005193,15447.42,UPI,NORMAL
TX-0001210,CMP-002263,2026-06-25T12:41:45+00:00,ENT-000358,ENT-002964,9349.27,AEPS,NORMAL
TX-0001211,CMP-000289,2026-01-31T03:59:39+00:00,ENT-001079,ENT-006981,2622.14,IMPS,NORMAL
TX-0001212,CMP-005945,2026-04-14T02:33:08+00:00,ENT-001997,ENT-011043,5836.12,AEPS,NORMAL
TX-0001213,CMP-009524,2026-03-21T01:05:18+00:00,ENT-003110,ENT-007720,4058.09,UPI,NORMAL
TX-0001214,CMP-004663,2026-05-18T03:28:42+00:00,ENT-003574,ENT-002261,4959.39,CARD,SUSPICIOUS
TX-0001215,CMP-009067,2026-01-03T17:06:34+00:00,ENT-000052,ENT-005812,24989.79,NEFT,SUSPICIOUS
TX-0001216,CMP-009714,2026-02-12T20:18:57+00:00,ENT-010653,ENT-001703,5030.41,AEPS,SUSPICIOUS
TX-0001217,CMP-007596,2026-04-16T18:20:40+00:00,ENT-011131,ENT-001098,1088.89,UPI,NORMAL
TX-0001218,CMP-008829,2026-01-08T10:50:54+00:00,ENT-008671,ENT-003411,48511.75,UPI,NORMAL
TX-0001219,CMP-003223,2026-01-05T18:44:42+00:00,ENT-010440,ENT-011855,1848.35,AEPS,NORMAL
TX-0001220,CMP-002288,2026-05-08T08:44:02+00:00,ENT-001674,ENT-000535,3222.7,UPI,SUSPICIOUS
TX-0001221,CMP-005190,2026-01-18T19:20:26+00:00,ENT-005757,ENT-011921,45008.97,UPI,NORMAL
TX-0001222,CMP-006713,2026-02-09T14:53:41+00:00,ENT-004047,ENT-006608,28594.68,CARD,SUSPICIOUS
TX-0001223,CMP-003789,2026-04-13T15:19:38+00:00,ENT-000728,ENT-006105,13870.06,NEFT,SUSPICIOUS
TX-0001224,CMP-005540,2026-03-16T07:49:05+00:00,ENT-004647,ENT-007083,18461.78,AEPS,NORMAL
TX-0001225,CMP-006324,2026-02-09T08:34:11+00:00,ENT-007626,ENT-003370,15984.97,CASH,NORMAL
TX-0001226,CMP-000883,2026-05-14T21:18:37+00:00,ENT-001219,ENT-010062,5257.57,UPI,SUSPICIOUS
TX-0001227,CMP-008017,2026-05-08T10:29:58+00:00,ENT-003788,ENT-010055,3095.09,IMPS,SUSPICIOUS
TX-0001228,CMP-009964,2026-02-22T11:36:10+00:00,ENT-009359,ENT-006066,23540.57,UPI,NORMAL
TX-0001229,CMP-008204,2026-04-09T17:50:59+00:00,ENT-003113,ENT-002207,69514.24,UPI,NORMAL
TX-0001230,CMP-009387,2026-06-02T18:26:34+00:00,ENT-006345,ENT-001895,26201.81,UPI,NORMAL
TX-0001231,CMP-001932,2026-04-05T11:33:33+00:00,ENT-003636,ENT-002616,7843.13,NEFT,SUSPICIOUS
TX-0001232,CMP-002437,2026-04-04T13:53:09+00:00,ENT-005493,ENT-001131,6421.1,IMPS,NORMAL
TX-0001233,CMP-007126,2026-03-10T16:22:57+00:00,ENT-003928,ENT-008694,2078.46,AEPS,SUSPICIOUS
TX-0001234,CMP-007222,2026-02-10T14:17:19+00:00,ENT-008087,ENT-000219,23445.63,CASH,NORMAL
TX-0001235,CMP-005981,2026-04-02T23:51:54+00:00,ENT-002656,ENT-000145,6067.27,CARD,NORMAL
TX-0001236,CMP-000612,2026-03-25T06:34:13+00:00,ENT-007331,ENT-011226,3543.12,AEPS,NORMAL
TX-0001237,CMP-006903,2026-05-10T06:12:15+00:00,ENT-004281,ENT-007363,22818.5,UPI,SUSPICIOUS
TX-0001238,CMP-000026,2026-03-03T05:08:56+00:00,ENT-005669,ENT-002736,16267.89,IMPS,NORMAL
TX-0001239,CMP-000956,2026-03-27T13:42:10+00:00,ENT-009885,ENT-006417,2712.05,UPI,NORMAL
TX-0001240,CMP-001063,2026-04-23T01:12:21+00:00,ENT-011313,ENT-009831,4196.58,CASH,NORMAL
TX-0001241,CMP-003426,2026-02-04T05:35:07+00:00,ENT-003845,ENT-004377,6099.07,UPI,NORMAL
TX-0001242,CMP-003090,2026-02-03T14:39:26+00:00,ENT-001133,ENT-005583,23427.78,CASH,NORMAL
TX-0001243,CMP-007545,2026-02-07T10:19:22+00:00,ENT-009795,ENT-003170,8252.42,CASH,NORMAL
TX-0001244,CMP-004193,2026-02-09T09:03:37+00:00,ENT-000597,ENT-002537,12592.05,UPI,NORMAL
TX-0001245,CMP-009280,2026-05-15T19:20:59+00:00,ENT-010168,ENT-004412,4223.66,CARD,NORMAL
TX-0001246,CMP-000129,2026-02-25T06:08:02+00:00,ENT-005200,ENT-001904,22638.92,AEPS,NORMAL
TX-0001247,CMP-001895,2026-05-09T21:42:27+00:00,ENT-007312,ENT-000910,26989.69,CASH,NORMAL
TX-0001248,CMP-008828,2026-03-16T00:22:19+00:00,ENT-011096,ENT-011236,1982.3,CARD,NORMAL
TX-0001249,CMP-004213,2026-02-02T23:07:26+00:00,ENT-008410,ENT-002885,3565.86,UPI,NORMAL
TX-0001250,CMP-004145,2026-04-11T04:41:02+00:00,ENT-004281,ENT-007941,102376.46,AEPS,NORMAL
TX-0001251,CMP-000900,2026-01-02T18:29:18+00:00,ENT-001252,ENT-004985,6932.31,IMPS,SUSPICIOUS
TX-0001252,CMP-005202,2026-03-30T23:38:57+00:00,ENT-000209,ENT-002219,5279.74,NEFT,NORMAL
TX-0001253,CMP-009017,2026-03-10T16:00:44+00:00,ENT-004806,ENT-000775,9838.63,UPI,NORMAL
TX-0001254,CMP-004586,2026-04-13T22:30:15+00:00,ENT-005757,ENT-005578,8300.69,NEFT,SUSPICIOUS
TX-0001255,CMP-004483,2026-02-10T00:21:22+00:00,ENT-011138,ENT-010036,16375.8,AEPS,NORMAL
TX-0001256,CMP-004661,2026-06-02T13:14:13+00:00,ENT-003733,ENT-009699,18142.46,IMPS,SUSPICIOUS
TX-0001257,CMP-007280,2026-05-19T09:30:26+00:00,ENT-006817,ENT-008116,1153.16,UPI,NORMAL
TX-0001258,CMP-008101,2026-02-17T14:08:36+00:00,ENT-005869,ENT-009347,2089.25,AEPS,SUSPICIOUS
TX-0001259,CMP-003058,2026-02-12T08:26:29+00:00,ENT-004927,ENT-002497,16164.98,NEFT,NORMAL
TX-0001260,CMP-000551,2026-03-19T02:33:57+00:00,ENT-005773,ENT-004832,6968.76,CARD,SUSPICIOUS
TX-0001261,CMP-000348,2026-02-04T23:00:49+00:00,ENT-003613,ENT-008095,5035.41,IMPS,NORMAL
TX-0001262,CMP-006619,2026-02-19T16:35:34+00:00,ENT-009817,ENT-004664,16110.87,CASH,NORMAL
TX-0001263,CMP-001124,2026-04-14T02:40:08+00:00,ENT-003883,ENT-010300,47868.23,CASH,NORMAL
TX-0001264,CMP-003108,2026-05-04T22:48:27+00:00,ENT-006822,ENT-001717,16180.15,AEPS,NORMAL
TX-0001265,CMP-002512,2026-02-17T09:02:58+00:00,ENT-011553,ENT-003067,4284.06,AEPS,NORMAL
TX-0001266,CMP-000025,2026-02-05T04:11:11+00:00,ENT-003653,ENT-010448,3333.84,IMPS,SUSPICIOUS
TX-0001267,CMP-007380,2026-06-26T17:45:17+00:00,ENT-010480,ENT-006621,7017.02,UPI,NORMAL
TX-0001268,CMP-005965,2026-03-05T22:27:44+00:00,ENT-002640,ENT-002603,2300.78,IMPS,SUSPICIOUS
TX-0001269,CMP-009639,2025-12-31T19:09:17+00:00,ENT-000951,ENT-009021,2810.71,CASH,NORMAL
TX-0001270,CMP-004588,2026-05-06T15:47:03+00:00,ENT-005115,ENT-008916,25801.19,IMPS,NORMAL
TX-0001271,CMP-000189,2026-01-14T10:59:06+00:00,ENT-011706,ENT-010298,14283.83,AEPS,NORMAL
TX-0001272,CMP-008882,2026-06-07T08:28:52+00:00,ENT-003556,ENT-011923,2847.46,UPI,NORMAL
TX-0001273,CMP-000592,2026-06-01T20:15:15+00:00,ENT-008459,ENT-002132,2956.49,IMPS,NORMAL
TX-0001274,CMP-002313,2026-03-31T02:48:01+00:00,ENT-005393,ENT-008378,3710.29,CARD,NORMAL
TX-0001275,CMP-003162,2026-01-17T13:38:20+00:00,ENT-003529,ENT-010295,2452.22,AEPS,NORMAL
TX-0001276,CMP-001814,2026-04-19T05:31:19+00:00,ENT-002015,ENT-000841,11222.62,UPI,SUSPICIOUS
TX-0001277,CMP-003206,2026-03-25T19:32:24+00:00,ENT-001114,ENT-007034,2240.75,UPI,NORMAL
TX-0001278,CMP-008609,2026-03-25T15:07:59+00:00,ENT-009892,ENT-000573,35163.5,AEPS,SUSPICIOUS
TX-0001279,CMP-002545,2026-06-21T02:35:51+00:00,ENT-010688,ENT-001525,18195.59,IMPS,NORMAL
TX-0001280,CMP-005444,2026-02-08T03:36:31+00:00,ENT-005958,ENT-003429,4307.11,CARD,NORMAL
TX-0001281,CMP-008186,2026-06-09T19:57:34+00:00,ENT-000510,ENT-008210,3310.14,UPI,SUSPICIOUS
TX-0001282,CMP-002621,2026-05-02T11:28:00+00:00,ENT-008044,ENT-009833,22426.65,CARD,SUSPICIOUS
TX-0001283,CMP-006215,2026-01-25T06:13:22+00:00,ENT-007780,ENT-006589,22592.06,UPI,SUSPICIOUS
TX-0001284,CMP-001882,2026-05-20T05:36:29+00:00,ENT-010357,ENT-008063,102366.89,CARD,NORMAL
TX-0001285,CMP-008807,2026-05-20T06:28:25+00:00,ENT-006595,ENT-006978,1729.36,UPI,NORMAL
TX-0001286,CMP-009966,2026-04-11T20:27:56+00:00,ENT-005525,ENT-003799,5758.18,UPI,SUSPICIOUS
TX-0001287,CMP-004602,2026-05-06T23:41:42+00:00,ENT-009047,ENT-009779,21396.39,IMPS,NORMAL
TX-0001288,CMP-009941,2026-02-05T03:50:57+00:00,ENT-001676,ENT-010967,3060.66,CASH,NORMAL
TX-0001289,CMP-003846,2026-06-25T09:26:46+00:00,ENT-003651,ENT-001513,8428.43,CARD,NORMAL
TX-0001290,CMP-008472,2026-02-11T13:14:29+00:00,ENT-002706,ENT-011584,20829.72,CASH,NORMAL
TX-0001291,CMP-008472,2026-02-13T02:14:29+00:00,ENT-001238,ENT-000287,5697.72,CARD,NORMAL
TX-0001292,CMP-007943,2026-05-09T02:17:56+00:00,ENT-010064,ENT-006943,4181.84,IMPS,NORMAL
TX-0001293,CMP-009125,2026-01-30T22:36:55+00:00,ENT-002405,ENT-010073,30178.94,UPI,NORMAL
TX-0001294,CMP-006711,2026-05-11T01:36:35+00:00,ENT-001180,ENT-000182,5703.67,CASH,NORMAL
TX-0001295,CMP-008377,2026-01-18T05:12:58+00:00,ENT-007280,ENT-010571,1089.99,IMPS,NORMAL
TX-0001296,CMP-001062,2026-02-04T13:13:00+00:00,ENT-004769,ENT-002666,9676.58,IMPS,NORMAL
TX-0001297,CMP-009589,2026-04-16T08:50:59+00:00,ENT-004617,ENT-008333,26525.8,NEFT,NORMAL
TX-0001298,CMP-003564,2026-01-09T01:16:33+00:00,ENT-010988,ENT-010622,12487.61,CARD,NORMAL
TX-0001299,CMP-009673,2026-05-13T07:24:56+00:00,ENT-004060,ENT-000864,22775.41,AEPS,NORMAL
TX-0001300,CMP-007147,2026-01-03T02:49:48+00:00,ENT-001476,ENT-009651,23482.42,IMPS,SUSPICIOUS
TX-0001301,CMP-000653,2026-02-09T11:24:07+00:00,ENT-000389,ENT-004995,37784.87,CARD,NORMAL
TX-0001302,CMP-003870,2026-06-17T01:50:26+00:00,ENT-006923,ENT-007842,2689.13,CARD,NORMAL
TX-0001303,CMP-002482,2026-04-08T08:23:40+00:00,ENT-003868,ENT-001890,7068.46,CASH,SUSPICIOUS
TX-0001304,CMP-001084,2026-01-23T05:55:46+00:00,ENT-001892,ENT-000359,7246.98,CASH,NORMAL
TX-0001305,CMP-000708,2026-01-09T06:44:14+00:00,ENT-010419,ENT-008424,3012.5,NEFT,NORMAL
TX-0001306,CMP-001835,2026-05-21T01:03:42+00:00,ENT-001942,ENT-002673,13393.2,NEFT,NORMAL
TX-0001307,CMP-003874,2026-04-06T01:07:02+00:00,ENT-009297,ENT-007395,600.94,UPI,SUSPICIOUS
TX-0001308,CMP-009237,2026-02-26T13:43:02+00:00,ENT-007264,ENT-002941,3678.42,CARD,NORMAL
TX-0001309,CMP-004948,2026-02-19T16:12:10+00:00,ENT-002671,ENT-009933,19877.36,CARD,NORMAL
TX-0001310,CMP-006563,2026-04-20T03:14:23+00:00,ENT-005156,ENT-001403,8145.03,UPI,SUSPICIOUS
TX-0001311,CMP-004808,2026-04-10T19:12:46+00:00,ENT-009015,ENT-010443,36825.85,NEFT,NORMAL
TX-0001312,CMP-004593,2026-05-31T01:37:11+00:00,ENT-008421,ENT-008443,60721.54,UPI,NORMAL
TX-0001313,CMP-009538,2026-01-02T16:50:05+00:00,ENT-000503,ENT-008164,14354.58,IMPS,NORMAL
TX-0001314,CMP-000612,2026-03-24T21:34:13+00:00,ENT-004921,ENT-001057,17694.09,UPI,NORMAL
TX-0001315,CMP-005435,2026-05-14T10:56:45+00:00,ENT-005165,ENT-001481,23391.1,CASH,NORMAL
TX-0001316,CMP-005547,2026-02-08T23:57:04+00:00,ENT-011091,ENT-003615,6508.19,CARD,SUSPICIOUS
TX-0001317,CMP-008482,2026-04-26T20:47:31+00:00,ENT-009034,ENT-001868,786.09,UPI,NORMAL
TX-0001318,CMP-002396,2026-06-01T00:53:14+00:00,ENT-005283,ENT-000199,15884.82,NEFT,NORMAL
TX-0001319,CMP-006037,2026-01-10T14:20:28+00:00,ENT-003631,ENT-009171,43531.71,AEPS,SUSPICIOUS
TX-0001320,CMP-004638,2026-06-11T03:43:15+00:00,ENT-010287,ENT-009421,3908.54,CARD,NORMAL
TX-0001321,CMP-003698,2026-05-21T08:58:57+00:00,ENT-001696,ENT-001884,4704.03,CARD,NORMAL
TX-0001322,CMP-009001,2026-03-31T07:50:35+00:00,ENT-007041,ENT-003029,5039.76,CASH,NORMAL
TX-0001323,CMP-009436,2026-05-13T15:56:11+00:00,ENT-005448,ENT-006317,6404.98,AEPS,NORMAL
TX-0001324,CMP-004388,2026-03-24T13:13:08+00:00,ENT-003760,ENT-010546,10771.09,AEPS,SUSPICIOUS
TX-0001325,CMP-002516,2026-05-30T15:29:32+00:00,ENT-002695,ENT-007931,7962.65,CASH,NORMAL
TX-0001326,CMP-001630,2026-05-21T18:16:26+00:00,ENT-009876,ENT-004244,176760.73,NEFT,NORMAL
TX-0001327,CMP-008359,2026-02-20T20:28:32+00:00,ENT-004190,ENT-005981,125213.13,IMPS,NORMAL
TX-0001328,CMP-002622,2026-05-15T11:28:47+00:00,ENT-006880,ENT-003404,1908.7,UPI,NORMAL
TX-0001329,CMP-002946,2026-01-25T17:54:54+00:00,ENT-009014,ENT-009227,3576.76,UPI,NORMAL
TX-0001330,CMP-003729,2026-02-23T21:17:02+00:00,ENT-001422,ENT-000012,22998.29,UPI,NORMAL
TX-0001331,CMP-000833,2026-05-14T07:46:40+00:00,ENT-001609,ENT-009202,28275.81,UPI,SUSPICIOUS
TX-0001332,CMP-004633,2026-03-04T23:59:10+00:00,ENT-006286,ENT-007529,6577.34,CASH,NORMAL
TX-0001333,CMP-009122,2026-02-16T02:26:45+00:00,ENT-003207,ENT-000853,17773.1,AEPS,NORMAL
TX-0001334,CMP-008451,2026-05-29T07:44:58+00:00,ENT-009923,ENT-009736,2646.04,UPI,NORMAL
TX-0001335,CMP-002938,2026-02-13T08:35:20+00:00,ENT-003188,ENT-009933,13753.63,IMPS,NORMAL
TX-0001336,CMP-006705,2026-05-26T19:23:27+00:00,ENT-011836,ENT-002956,4332.54,NEFT,SUSPICIOUS
TX-0001337,CMP-002111,2026-05-14T19:06:45+00:00,ENT-000190,ENT-005258,13898.91,CASH,NORMAL
TX-0001338,CMP-005934,2026-04-28T10:41:40+00:00,ENT-002861,ENT-000724,5707.98,UPI,NORMAL
TX-0001339,CMP-009183,2026-06-19T02:19:28+00:00,ENT-007157,ENT-005760,29510.64,CASH,NORMAL
TX-0001340,CMP-002411,2026-05-13T02:14:30+00:00,ENT-007578,ENT-010018,3193.14,AEPS,NORMAL
TX-0001341,CMP-007149,2026-06-14T12:50:34+00:00,ENT-011754,ENT-007623,24705.05,CARD,NORMAL
TX-0001342,CMP-000766,2026-02-22T15:14:49+00:00,ENT-011854,ENT-002915,458.2,AEPS,NORMAL
TX-0001343,CMP-005896,2026-05-09T23:22:12+00:00,ENT-010968,ENT-010690,11646.22,UPI,SUSPICIOUS
TX-0001344,CMP-000775,2026-02-02T05:43:57+00:00,ENT-011257,ENT-003472,8407.35,UPI,NORMAL
TX-0001345,CMP-002693,2026-03-20T19:30:09+00:00,ENT-000068,ENT-006471,11794.02,UPI,SUSPICIOUS
TX-0001346,CMP-002928,2026-03-10T02:16:36+00:00,ENT-002670,ENT-000751,25166.97,CARD,NORMAL
TX-0001347,CMP-008989,2026-01-20T22:55:11+00:00,ENT-005602,ENT-009166,7579.32,AEPS,SUSPICIOUS
TX-0001348,CMP-005116,2026-05-22T19:17:17+00:00,ENT-000908,ENT-004879,12896.54,IMPS,NORMAL
TX-0001349,CMP-009199,2026-03-31T01:12:36+00:00,ENT-000448,ENT-004859,2465.02,UPI,NORMAL
TX-0001350,CMP-001888,2026-01-08T04:52:07+00:00,ENT-006758,ENT-011106,934.3,NEFT,NORMAL
TX-0001351,CMP-002600,2026-02-17T22:55:27+00:00,ENT-010488,ENT-003716,10156.46,CARD,SUSPICIOUS
TX-0001352,CMP-009286,2026-01-04T12:42:59+00:00,ENT-001371,ENT-005328,1432.16,AEPS,SUSPICIOUS
TX-0001353,CMP-002727,2026-01-28T10:59:42+00:00,ENT-009437,ENT-011292,1272.39,IMPS,NORMAL
TX-0001354,CMP-004304,2026-03-10T06:00:50+00:00,ENT-001544,ENT-005794,5657.43,AEPS,NORMAL
TX-0001355,CMP-005829,2026-06-03T15:34:55+00:00,ENT-006009,ENT-008295,6064.25,UPI,NORMAL
TX-0001356,CMP-007939,2026-06-01T16:23:02+00:00,ENT-003322,ENT-007923,38805.39,CASH,SUSPICIOUS
TX-0001357,CMP-008996,2026-02-13T11:40:25+00:00,ENT-011956,ENT-009214,2445.84,CASH,SUSPICIOUS
TX-0001358,CMP-009644,2026-04-19T23:56:29+00:00,ENT-003889,ENT-003321,68908.59,UPI,NORMAL
TX-0001359,CMP-009005,2026-01-31T20:53:10+00:00,ENT-009260,ENT-004256,35961.87,UPI,NORMAL
TX-0001360,CMP-001524,2026-02-22T12:10:18+00:00,ENT-004453,ENT-002464,5662.48,CARD,SUSPICIOUS
TX-0001361,CMP-002751,2026-01-30T08:32:45+00:00,ENT-005498,ENT-006005,10582.79,CARD,NORMAL
TX-0001362,CMP-004437,2026-02-22T18:49:42+00:00,ENT-007851,ENT-002897,1934.64,UPI,SUSPICIOUS
TX-0001363,CMP-008410,2026-04-21T08:33:21+00:00,ENT-004309,ENT-000877,35413.25,NEFT,NORMAL
TX-0001364,CMP-005150,2026-02-06T15:00:51+00:00,ENT-010379,ENT-002150,978.64,IMPS,SUSPICIOUS
TX-0001365,CMP-009410,2026-01-26T23:07:40+00:00,ENT-000834,ENT-011683,48221.91,CASH,NORMAL
TX-0001366,CMP-003911,2026-06-10T11:20:28+00:00,ENT-010697,ENT-009777,2188.6,AEPS,NORMAL
TX-0001367,CMP-009811,2026-02-06T13:36:40+00:00,ENT-002707,ENT-004099,9787.03,CASH,NORMAL
TX-0001368,CMP-002177,2026-05-27T19:06:54+00:00,ENT-010170,ENT-007561,10794.46,CARD,SUSPICIOUS
TX-0001369,CMP-009742,2026-05-03T11:36:25+00:00,ENT-004527,ENT-007677,8071.37,CARD,NORMAL
TX-0001370,CMP-006444,2026-01-02T22:37:33+00:00,ENT-004802,ENT-009077,7462.1,UPI,NORMAL
TX-0001371,CMP-006772,2026-04-16T18:33:22+00:00,ENT-004933,ENT-002855,35970.89,UPI,SUSPICIOUS
TX-0001372,CMP-007735,2026-01-01T11:41:11+00:00,ENT-004142,ENT-002117,5802.71,IMPS,NORMAL
TX-0001373,CMP-007892,2026-03-01T06:44:08+00:00,ENT-001733,ENT-000307,1924.08,AEPS,SUSPICIOUS
TX-0001374,CMP-008078,2026-01-03T12:06:39+00:00,ENT-002245,ENT-005275,16569.07,AEPS,NORMAL
TX-0001375,CMP-004960,2026-01-19T21:10:55+00:00,ENT-000609,ENT-001483,17423.51,UPI,NORMAL
TX-0001376,CMP-000891,2026-05-03T18:15:50+00:00,ENT-005847,ENT-008954,15776.98,IMPS,NORMAL
TX-0001377,CMP-008589,2026-03-04T21:09:01+00:00,ENT-003576,ENT-008374,51965.84,CASH,NORMAL
TX-0001378,CMP-004620,2026-05-05T04:55:00+00:00,ENT-003731,ENT-008630,28893.97,CARD,NORMAL
TX-0001379,CMP-003005,2026-01-11T13:55:44+00:00,ENT-008923,ENT-003837,5320.12,NEFT,SUSPICIOUS
TX-0001380,CMP-005772,2026-04-16T03:47:04+00:00,ENT-008985,ENT-004377,12524.71,CARD,NORMAL
TX-0001381,CMP-001704,2026-06-17T12:34:12+00:00,ENT-002728,ENT-001787,2975.72,IMPS,SUSPICIOUS
TX-0001382,CMP-006564,2026-03-13T09:26:06+00:00,ENT-006219,ENT-003490,8794.11,NEFT,NORMAL
TX-0001383,CMP-008574,2026-02-20T15:14:40+00:00,ENT-000027,ENT-004451,16787.07,UPI,NORMAL
TX-0001384,CMP-000204,2026-04-01T04:35:44+00:00,ENT-001576,ENT-007706,3127.13,UPI,NORMAL
TX-0001385,CMP-007608,2026-02-14T14:56:51+00:00,ENT-004611,ENT-007325,4076.33,IMPS,NORMAL
TX-0001386,CMP-000529,2026-01-04T18:34:04+00:00,ENT-004466,ENT-001510,9960.8,UPI,NORMAL
TX-0001387,CMP-003781,2026-01-02T18:19:04+00:00,ENT-003829,ENT-005410,669.23,CARD,NORMAL
TX-0001388,CMP-003211,2026-01-23T06:43:20+00:00,ENT-000365,ENT-008631,8314.0,UPI,NORMAL
TX-0001389,CMP-009354,2026-05-06T08:27:50+00:00,ENT-008424,ENT-010641,39028.38,UPI,NORMAL
TX-0001390,CMP-004321,2026-06-14T13:15:27+00:00,ENT-002434,ENT-004476,13101.01,UPI,NORMAL
TX-0001391,CMP-006143,2026-01-18T19:57:36+00:00,ENT-000284,ENT-003212,4426.36,CARD,NORMAL
TX-0001392,CMP-007880,2026-02-12T00:06:31+00:00,ENT-007900,ENT-010616,6257.42,IMPS,NORMAL
TX-0001393,CMP-000779,2026-04-21T00:51:50+00:00,ENT-002018,ENT-010051,15850.63,UPI,SUSPICIOUS
TX-0001394,CMP-005812,2026-06-08T20:15:31+00:00,ENT-003440,ENT-007497,17737.0,UPI,NORMAL
TX-0001395,CMP-003788,2026-05-26T05:35:09+00:00,ENT-004855,ENT-002903,7128.13,AEPS,NORMAL
TX-0001396,CMP-006659,2026-01-06T08:10:54+00:00,ENT-009687,ENT-005725,7533.56,CARD,NORMAL
TX-0001397,CMP-006873,2026-03-03T15:16:31+00:00,ENT-011491,ENT-011937,4202.4,UPI,NORMAL
TX-0001398,CMP-002062,2026-05-16T13:28:32+00:00,ENT-006754,ENT-008153,12108.12,UPI,NORMAL
TX-0001399,CMP-002872,2026-06-14T07:10:09+00:00,ENT-002024,ENT-008547,6699.83,CASH,NORMAL
TX-0001400,CMP-009995,2026-01-13T21:25:13+00:00,ENT-008886,ENT-010458,15758.33,CASH,NORMAL
TX-0001401,CMP-007830,2026-04-03T19:33:37+00:00,ENT-006213,ENT-003294,11085.14,IMPS,NORMAL
TX-0001402,CMP-006780,2026-05-27T11:17:32+00:00,ENT-009771,ENT-002258,46087.81,CARD,NORMAL
TX-0001403,CMP-009515,2026-03-07T02:23:14+00:00,ENT-002888,ENT-001114,3236.88,CASH,NORMAL
TX-0001404,CMP-003288,2026-04-26T06:15:32+00:00,ENT-003704,ENT-008604,9443.53,UPI,NORMAL
TX-0001405,CMP-001109,2026-06-17T16:55:40+00:00,ENT-001771,ENT-002106,1619.72,AEPS,NORMAL
TX-0001406,CMP-002686,2026-03-24T06:37:12+00:00,ENT-008720,ENT-002490,7813.49,NEFT,NORMAL
TX-0001407,CMP-001716,2026-05-02T18:37:45+00:00,ENT-007543,ENT-001079,20149.44,AEPS,NORMAL
TX-0001408,CMP-006465,2026-06-17T21:13:02+00:00,ENT-008180,ENT-004979,4806.23,IMPS,NORMAL
TX-0001409,CMP-002453,2026-01-11T20:48:57+00:00,ENT-005525,ENT-001610,2447.34,UPI,NORMAL
TX-0001410,CMP-002094,2026-06-18T07:27:00+00:00,ENT-007758,ENT-001433,19852.2,IMPS,NORMAL
TX-0001411,CMP-009782,2026-04-22T04:43:18+00:00,ENT-006393,ENT-004987,1762.99,CASH,NORMAL
TX-0001412,CMP-000384,2026-06-13T04:53:55+00:00,ENT-005641,ENT-000377,6229.66,UPI,NORMAL
TX-0001413,CMP-005514,2026-06-19T12:31:52+00:00,ENT-010061,ENT-004418,6877.41,UPI,SUSPICIOUS
TX-0001414,CMP-008392,2026-06-16T16:06:23+00:00,ENT-006023,ENT-007107,9482.13,AEPS,NORMAL
TX-0001415,CMP-007575,2026-02-22T06:28:39+00:00,ENT-000719,ENT-007563,6364.87,UPI,NORMAL
TX-0001416,CMP-000488,2026-05-05T07:25:06+00:00,ENT-006654,ENT-002568,2680.66,CASH,SUSPICIOUS
TX-0001417,CMP-009028,2026-05-01T23:03:25+00:00,ENT-006698,ENT-004056,1849.0,AEPS,SUSPICIOUS
TX-0001418,CMP-002263,2026-06-26T01:41:45+00:00,ENT-006080,ENT-007533,28279.87,NEFT,NORMAL
TX-0001419,CMP-005249,2026-01-08T18:35:47+00:00,ENT-011796,ENT-000947,31753.7,UPI,SUSPICIOUS
TX-0001420,CMP-003214,2026-06-13T04:26:08+00:00,ENT-002836,ENT-006314,3695.13,CARD,NORMAL
TX-0001421,CMP-008111,2026-06-10T21:13:20+00:00,ENT-000217,ENT-000945,6042.5,AEPS,NORMAL
TX-0001422,CMP-008927,2026-01-30T09:01:26+00:00,ENT-007277,ENT-009864,7702.47,UPI,NORMAL
TX-0001423,CMP-006187,2026-04-07T15:39:15+00:00,ENT-005209,ENT-001895,551.75,CASH,SUSPICIOUS
TX-0001424,CMP-001414,2026-03-20T18:14:47+00:00,ENT-002246,ENT-008704,3353.51,CARD,NORMAL
